,linhas,date,mean_geral,mean_25_perc,mean_50_perc,mean_75_perc,median_geral,median_25_perc,median_50_perc,median_75_perc,std_geral,std_25_perc,std_50_perc,std_75_perc,perc95_geral,perc95_25_perc,perc95_50_perc,perc95_75_perc,cv_geral,cv_25_perc,cv_50_perc,cv_75_perc,trips_geral,trips_25_perc,trips_50_perc,trips_75_perc,ltt_mean,rbt_mean,ltt_mean_25_perc,rbt_mean_25_perc,ltt_mean_50_perc,rbt_mean_50_perc,ltt_mean_75_perc,rbt_mean_75_perc,ltt_median,rbt_median,ltt_median_25_perc,rbt_median_25_perc,ltt_median_50_perc,rbt_median_50_perc,ltt_median_75_perc,rbt_median_75_perc,ltt_cv,ltt_cv_25_perc,ltt_cv_50_perc,ltt_cv_75_perc,ltt_std,ltt_std_25_perc,ltt_std_50_perc,ltt_std_75_perc
0,2590-10-0,2017-03-02,1019.6551666666667,1011.9169999999999,983.2419629629629,976.2643272727273,795.4795,844.077,815.934,803.349,625.8502809600124,774.2787960219697,786.2052057672398,740.8158823672686,2072.078199999999,2094.3422,2114.1007499999996,2147.4804999999997,0.6137862106911756,0.765160379776177,0.7996050162444652,0.7588271553840312,54,53,54,55,4146.215501574098,1642.1953853007135,3179.4118636236267,1669.9797358285564,2504.1375663658146,1549.2309463104239,1721.4147902612503,1577.8977689701992,4079.262104349778,1709.1487825250338,3108.3154906848235,1741.0761087673595,2408.292854418826,1645.0756582574122,1538.9677233283985,1760.344835903051,0.35168984244359525,0.4015353650470583,0.4641580160627495,0.6142611752109821,1470.9173311825577,1287.796264367542,1172.4669447829,1066.6333668404716
1,2590-10-0,2017-03-03,861.967741935484,864.1733064516128,855.9457460317459,854.2274761904763,743.7945,747.0825,732.2080000000001,730.0980000000001,417.1719873391818,526.911195768773,521.8599571738407,533.1255357910059,1659.7776999999996,1852.2436499999997,1915.5706,2009.9713,0.4839763335022878,0.6097286178999514,0.6096881252033065,0.6241025378492147,62,62,63,63,4102.525065414865,481.59425337070024,3097.9547377144445,504.1754310888373,2391.981740681054,380.03365398317464,1530.8402389932746,317.2264100753762,4143.329735358933,440.7895834266319,3149.6957037149564,452.4344650883254,2395.630629294893,376.3847653693356,1542.6964913443355,305.3701577243153,0.1431502315958377,0.15614929521653798,0.17686234377545082,0.17193483950978067,591.6438481812235,487.340103995846,426.19690452221056,265.16171054485136
2,2590-10-0,2017-03-06,747.6087123287671,742.8805205479453,731.7706575342467,730.4472972972974,626.534,691.2510000000001,637.3090000000001,685.8900000000001,340.3782807533358,458.28831730564156,445.76983727642516,456.04001666102107,1401.865999999999,1537.5663999999992,1448.2187999999996,1496.7282999999998,0.4552893447336548,0.6169071669393218,0.6091660449716286,0.6243298022299472,73,73,73,74,4098.309322173678,1324.9021733943737,3165.395484288977,1253.2228790791078,2455.969620288786,1093.2585841775453,1552.080027387401,327.66792682247456,4214.5236312425295,1208.6878643255222,3121.869338663975,1296.7490247041096,2408.6151260528713,1140.6130784134598,1566.9007793200221,312.8471748898535,0.27248962442273594,0.3103383549096016,0.3124180468475291,0.38808787188212157,1123.9749778475077,988.7019047899703,772.2555570795469,606.242138529015
3,2590-10-0,2017-03-07,684.269230769231,664.7507594936709,662.4725802469136,661.0608658536586,591.405,598.101,613.4630000000001,633.782,302.36976930125917,376.2258412653917,433.47459696275354,446.11305953900677,1289.0449999999978,1528.5926,1462.6260000000002,1576.8819500000004,0.44188713404714386,0.5659652672709338,0.6543283599770892,0.6748441521537056,78,79,81,82,4121.135363624792,782.0069083172139,3189.703304866695,797.5445328359488,2500.240119436973,752.9443025623059,1690.305933824289,803.1056418202973,4283.059189455017,620.083082486989,3327.9823277428754,659.2655099597682,2586.805377156914,666.3790448423651,1652.4545013506256,840.9570742939607,0.21673182055863766,0.23104715572150844,0.24633522330343272,0.31120360487853826,898.4198142855118,741.2943289451467,619.5095394496318,529.1145422444969
4,2590-10-0,2017-03-08,774.0439130434784,767.5344857142857,775.9540428571431,766.2635142857142,646.1610000000001,704.5810000000001,768.4000000000001,736.9975000000001,380.1399795820087,438.9300949125767,466.805942288328,454.19192589287894,1376.8621999999998,1402.10885,1678.3180999999995,1533.8868999999995,0.4911090613545799,0.5718701935641342,0.6015896773596284,0.5927359419119176,69,70,70,70,3855.7634916902266,897.2973950450855,2933.7343591990575,692.5960277062622,2263.5605224715446,519.6717114095945,1414.772907112444,295.7935539234413,4067.9874744280005,685.0734123073116,3063.180496558207,563.1498903471129,2307.6006379635273,475.6315959176118,1495.2847772239286,215.28168381195678,0.25848340515998736,0.26961182797215916,0.2998247209636257,0.2614342042605444,1003.4540334581357,796.3686551481811,683.304025111007,372.394768586493
5,2590-10-0,2017-03-09,724.5962000000001,731.909891891892,733.9846438356165,727.4857702702702,591.0,659.421,680.913,652.664,363.1155814899862,422.90153443975,477.7450015775318,499.746669934715,1528.097599999999,1641.5401499999998,1804.8835999999978,1818.6085999999987,0.5011281890382342,0.5778054636570145,0.6508923661957808,0.6869504399365127,75,74,73,74,3936.434847077944,640.4491442866301,3010.811215022013,671.6128165786249,2269.1760185669273,490.12824916870795,1474.1367628304072,356.0205953961497,4097.800450167095,479.08354119747946,3107.969120216214,574.4549113844241,2365.345024772978,393.9592429626573,1526.633545246942,303.52381297961483,0.22210738710246217,0.23093874931406322,0.22683295598557274,0.24109400948402124,879.8979686360176,699.755916042439,518.012908040642,357.67652771968704
6,2590-10-0,2017-03-10,785.8529411764707,777.8727714285715,777.2500714285715,778.0658873239439,598.267,653.8195000000001,670.616,627.6210000000001,549.4691693950065,666.4659041457969,602.28000669286,642.8303879196073,1639.7627499999994,1690.2065499999999,1812.04605,1744.8885,0.6992010089984736,0.8567800913275642,0.7748857527743681,0.8261901702573526,68,70,70,71,4255.872524111939,1134.9461137650906,3234.7581899481556,1204.7409136515626,2370.494833511116,492.57557097043673,1545.779526996174,286.0484642467911,4179.087005303476,1211.7316325735537,3184.5596541821888,1254.9394494175294,2415.8924509643357,447.17795351721725,1568.336057846318,263.491933396647,0.18796682538553808,0.2047034714589168,0.15472826578971707,0.15949484765423738,805.4989887294136,666.7487507558227,369.32087251504527,248.25007647626475
7,2590-10-0,2017-03-13,761.8119428571429,748.5819722222222,733.3882602739726,731.8018513513514,628.6965,660.559,648.465,657.45,388.01645064449303,424.41663763584,419.5242684217852,437.35757595107407,1675.9286499999998,1763.59335,1640.5596,1492.85655,0.509333641041717,0.5669608050751304,0.5720357021600851,0.5976448066419153,70,72,73,74,3983.5840905739224,682.640031248151,3009.417857543185,622.9012782136651,2307.602198316717,453.5802732206689,1493.1420458244154,284.27979767816396,4048.7784439988523,617.4456778232211,3033.4441763351088,598.8749594217416,2332.2517446417223,428.9307268956636,1520.903875504739,256.5179679978403,0.15056906122439442,0.16077211461734467,0.16448738453579476,0.18582959702699686,603.7377033420183,487.0031655566686,382.0604699352123,279.28947948448297
8,2590-10-0,2017-03-14,685.9737051282052,658.68625,660.5699753086419,662.2171851851854,589.7775,577.4375,631.505,601.4480000000001,331.72148429822244,406.05635148122053,428.6912270471305,473.19947583714924,1321.531549999999,1425.3150500000002,1308.0220000000002,1483.1950000000002,0.48357755088618926,0.616463986429382,0.6489717109028921,0.7145684020640776,78,80,81,81,3909.4895126835268,789.715101520253,2969.574825242508,616.5384577592722,2285.451214610072,428.36277933690553,1519.2764206458694,306.07610499160614,4078.4582943035152,620.7463199002646,3091.6596693634633,494.4536136383167,2348.281396449921,365.5325974970565,1542.1544806181057,283.19804501936983,0.21393602291464575,0.2243689503855822,0.24391135916860981,0.3135320876744353,841.2861383208542,670.1882229941074,560.717026978785,479.13572605737903
9,2590-10-0,2017-03-15,1157.279488888889,1137.8255869565219,1119.4379574468085,1116.3981063829788,925.4810000000001,1000.2935,942.113,938.022,738.2190087019206,921.9200721686013,1035.6740034808872,1068.9645868169378,2327.4453999999982,2740.65775,2802.8365,2988.303899999999,0.6378917243324593,0.8102472670126634,0.9251732055280952,0.9575120028466181,45,46,47,47,4542.439681177729,4215.901318673251,3566.456011461979,3571.616208664813,2598.3018819255312,2368.1504880006196,1607.175132334145,1014.0436892386374,4291.213724035198,4467.127275815782,3252.665304573843,3885.4069155529487,2403.338552254094,2563.113817672057,1584.1504509409283,1037.0683706318541,0.49562671763085314,0.5405706005899591,0.5004452481497876,0.44618702294874313,2275.694143816553,1948.7642659236976,1314.365620564716,724.8533528291396
