,linhas,date,mean_geral,mean_25_perc,mean_50_perc,mean_75_perc,median_geral,median_25_perc,median_50_perc,median_75_perc,std_geral,std_25_perc,std_50_perc,std_75_perc,perc95_geral,perc95_25_perc,perc95_50_perc,perc95_75_perc,cv_geral,cv_25_perc,cv_50_perc,cv_75_perc,trips_geral,trips_25_perc,trips_50_perc,trips_75_perc,ltt_mean,rbt_mean,ltt_mean_25_perc,rbt_mean_25_perc,ltt_mean_50_perc,rbt_mean_50_perc,ltt_mean_75_perc,rbt_mean_75_perc,ltt_median,rbt_median,ltt_median_25_perc,rbt_median_25_perc,ltt_median_50_perc,rbt_median_50_perc,ltt_median_75_perc,rbt_median_75_perc,ltt_cv,ltt_cv_25_perc,ltt_cv_50_perc,ltt_cv_75_perc,ltt_std,ltt_std_25_perc,ltt_std_50_perc,ltt_std_75_perc
0,107T-10-0,2017-03-02,783.7400588235296,790.7063333333334,778.9851194029849,779.4201594202902,643.3405,683.041,697.801,670.34,680.8017930736047,643.8416603343392,592.5217355372002,592.710233678998,2355.9724499999998,2195.3566,1972.5248999999985,1922.4445999999998,0.8686576440861715,0.8142614181678985,0.7606329322327872,0.7604502225344523,68,69,67,69,5120.041332613716,1200.6265805853927,4225.987448125704,1053.5616189741104,2782.043276032053,504.5354316681637,1122.2325995410135,259.2766726914713,5080.515726414145,1240.1521867849633,4166.108093047207,1113.440974052607,2819.632229018426,466.9464786817907,1148.790205361692,232.71906687079286,0.14285420869278542,0.13926515341664852,0.12186096545117167,0.15502939304253593,736.5522841089957,592.6628956393708,341.40161385242254,175.19995927350934
1,107T-10-0,2017-03-03,926.7977758620689,926.8825000000002,932.168396551724,912.7162881355932,812.162,862.7605000000001,885.1270000000001,758.192,694.8669720147764,727.625219901262,724.6660436301638,663.200580936662,2254.35795,2435.66395,2381.44975,2044.1444999999999,0.7497503663821807,0.7850242289624217,0.7773982107855699,0.7266229271435297,58,58,58,59,5290.1809919652405,1002.1772884529346,4335.002311764138,802.0490792232404,2881.7462478022685,670.9661383465636,1186.4596256660068,378.66437195809635,5590.307795398206,702.0504850199695,4496.814483505325,640.2369074820526,2930.240529699209,622.4718564496229,1213.4906111676282,351.6333864564749,0.22190818888603037,0.22491035561293674,0.2291664278940961,0.2611514260638694,1183.6768447315958,983.0782279483578,665.8800814025564,312.4170002726468
2,107T-10-0,2017-03-06,1051.6309607843134,1036.0866470588237,1029.5046153846156,1040.5827169811323,959.495,808.484,894.0965000000001,808.8900000000001,743.7220928734056,831.8403829300383,735.2007396887655,811.5384422915855,2492.714,2679.9195,2291.1050499999983,2363.5598,0.7072082513800589,0.8028675837985302,0.7141305912592725,0.7798884500464947,51,51,52,53,5437.428074904077,1640.7335774249623,4478.9390539889555,1312.971543032092,3031.022674857231,1218.2742287615715,1427.2473055965936,996.8717502744901,5940.288166374672,1137.8734859543674,4791.3029612852915,1000.607635735756,3183.4737507535524,1065.82315286525,1400.5509852357354,1023.5680706353482,0.3008243207044888,0.29540782800261867,0.31603918665836644,0.4452535027567605,1650.7865995075085,1335.3085114104792,966.7509011928717,641.3440077043118
3,107T-10-0,2017-03-07,1035.4269811320755,1004.2100769230769,991.5416851851854,1006.8032641509435,783.707,728.902,705.1855,750.0840000000001,945.3967231223721,920.4553455106294,863.564337553459,882.3586545385515,3007.1148000000003,2612.755549999997,2593.5644499999976,3100.9078,0.9130501139623872,0.9165964041417768,0.8709309456739334,0.8763962990154401,53,52,54,53,5790.556310707396,1233.352369107326,4849.584683796022,1150.5195158015813,3367.950038773593,1123.7480829971796,1519.8604284145897,866.1986157502772,5796.809261421965,1227.099418392757,4865.832157470797,1134.272042126806,3255.6872937264675,1236.010828044305,1375.9352897269587,1010.1237544379082,0.16263432431452782,0.16455918044307813,0.20420468674521847,0.30769330311394844,950.1144284082142,805.1375421725118,693.8646467148113,471.8078539135198
4,107T-10-0,2017-03-08,973.0017678571431,982.2998545454548,973.6025454545453,989.1089285714285,811.1275,865.2170000000001,897.4290000000001,773.9195,709.737004828408,823.4137396137389,787.9236305295834,814.1469194966506,2305.57425,2430.6674000000003,2373.5775,2378.7415,0.7294303343265992,0.8382509025156701,0.8092867404755253,0.8231114854786765,56,55,55,56,5789.517644601747,2238.0145321284035,4825.144756999985,1914.162128913651,3306.391056801086,1938.496955509091,1376.2853467306172,801.9202120276223,5863.156182751049,2164.3759939791016,4855.1884858459425,1884.118400067693,3254.5049007783914,1990.3831115317857,1328.1004026310693,850.1051561271702,0.28300867335141755,0.2919764996591185,0.329638538431134,0.377065872575056,1652.548203744511,1420.9220500346025,1099.269571295712,523.4048253378113
5,107T-10-0,2017-03-09,924.0348983050847,926.6736034482758,923.5223793103455,934.0385084745762,844.594,827.503,883.0135,818.95,703.5008961596552,672.5504799902275,640.6036250417732,618.5041879029843,2394.8588,2186.6902500000006,2042.21595,1875.2736999999995,0.7613358515463594,0.7257684663592203,0.6936525193034886,0.6621827497381169,59,58,58,59,6064.795436493734,1897.9770569859465,5101.71276260344,1777.5332692286102,3328.494212175852,1246.480741400671,1547.1530335981122,1180.5555910761002,6206.2263905675,1756.5461029121807,5121.794788315164,1757.4512435168863,3225.6999270322003,1349.2750265443228,1345.0887306854725,1382.61989398874,0.18997773828687745,0.20238349618808768,0.22700330580088038,0.3902971999802497,1161.5817956077774,1040.9311968495538,761.7472852294653,608.7789623939544
6,107T-10-0,2017-03-10,1069.9259999999997,1087.3993469387758,1082.6210612244902,1078.581019607843,990.498,1022.8950000000001,916.8570000000001,979.105,917.4729569626517,867.1358584151368,858.4867766807141,834.3421342182472,2536.4809999999984,2493.532799999998,2228.0456,2331.9035000000003,0.8575106661233132,0.7974401132907425,0.7929706962376376,0.7735553649197372,49,49,49,51,6479.626587772142,2298.25888212851,5466.949721763996,2091.4526819973253,3978.455888258076,2167.28209365165,2044.758862493318,2050.1296825642958,6527.164315769919,2250.7211541307324,5417.202677683208,2141.1997260781136,3501.701889850182,2644.036092059544,1545.1559137294312,2549.7326313281824,0.21728054381435902,0.22669113213868164,0.3127784211451151,0.5502127606212577,1421.632692403285,1251.4001278188412,1256.5156841963806,1136.0287996188574
7,107T-10-0,2017-03-13,830.5742307692308,832.671553846154,817.1653384615387,833.2242343749997,654.404,654.952,605.312,616.4595,643.0779418274947,672.1671029180782,656.0386674060808,682.77968727796,2244.2703999999994,2202.6332,2089.2352,2080.0912,0.7742570356798962,0.8072415826063744,0.8028224357156314,0.8194429051743941,65,65,65,64,5280.4309435886735,1424.0016755079414,4359.397905830226,1193.2138408741412,2923.77029103666,865.9642333114348,1255.4074745586868,609.349818970139,5339.469656455207,1364.962962641408,4342.323883564074,1210.2878631402928,2897.8107413381135,891.9237830099814,1226.8131690387709,637.944124490055,0.19784800315074472,0.19714508662129934,0.20392060389131791,0.2901255944232637,1052.4902800650607,865.8238086993756,600.6499045964381,366.9338758945443
8,107T-10-0,2017-03-14,802.0040735294119,800.3399242424244,793.0447352941177,810.299455882353,650.982,699.137,687.3240000000001,687.4755,621.9037836049071,595.3018317195019,568.1749025827731,610.528948521028,1858.2076500000003,1877.9665000000002,1880.7172999999998,1988.3404,0.7754371880781974,0.7438112403089164,0.7164474805725218,0.7534608891674617,68,66,68,68,5464.563252472346,1609.0347896482635,4564.212070252717,1506.2663797048926,3116.028309637242,1386.7728472003078,1392.2419849602313,1190.783670757038,5833.8301977176025,1239.767844403007,4740.491033580911,1329.987416376699,3167.2378954962446,1335.563261341305,1289.4024583161327,1293.6231974011366,0.29500057296484683,0.3005326999936681,0.3225281345194752,0.43508210513899065,1623.52309570878,1381.4580535957723,1012.159961382232,610.0509417793501
9,107T-10-0,2017-03-15,1277.5271333333335,1200.6430666666668,1122.5039333333334,1274.2126666666663,932.671,994.21,922.931,884.2890000000001,1240.1093775070735,1177.906980664582,1035.5049883990673,1427.2109738530833,3592.7435,3521.6542999999997,3138.1075,3355.5445999999965,0.970710793649737,0.9810634095733325,0.9224956435779087,1.1200728192309215,15,15,15,15,7361.478593242899,1628.1213225086776,6244.50829139378,1994.4457786299208,3676.4926517917474,2663.740621943728,1309.871992449799,844.9525509302748,7346.0163998148055,1643.5835159367707,6087.786672650116,2151.167397373585,3156.823015085595,3183.4102586498802,1108.2091373062767,1046.6154060737972,0.13272097400579316,0.17973060490991752,0.3473411372444178,0.31409053008314963,1011.314479773192,1161.7211451689573,1321.8176172390401,425.8584905238345
