,linhas,date,mean_geral,median_geral,std_geral,perc95_geral,cv_geral,trips_geral,ltt_mean,rbt_mean,ltt_median,rbt_median,ltt_cv,ltt_std,route_category,origin_sector,destination_sector,direction,planned_headway,passenger_two_dir,passenger_one_way,bus_stops_one_dir,planned_tt,length_round_trip,bus_lane,demand,frequency,capacity_per_trip,conforto_pass_m2,temp_max,temp_med,temp_min,umid_med,umid_min,chuva_mm,stops_km,dist_stops_to_stops,confort_index_geral,ipk,ewt_mean,ewt_median,customer_w_appointment,customer_appointment
342,6913_10_0,2017-04-06,467.78882442748113,329.708,433.7967735735156,1399.3045000000002,0.9273346239180301,131,5597.52936731621,1532.5688744167635,5887.395685626722,1570.6652078869347,0.30850449616935843,1733.4920341743575,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,26.5,22.8,19.6,68.6,43,4.4,1.7586206896551724,0.5686274509803921,0.7426861976480297,4.7378257436167415,435.03179615306607,306.62011565064836,7893.092689666723,8857.365393513657
343,6913_10_0,2017-04-07,471.48659230769226,341.5575,350.85930823630326,1286.3482999999999,0.744155430844855,130,5598.386015411815,902.8560983387418,5809.37486235478,755.8722517605747,0.20660634751460266,1161.31668122842,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,22.6,20.7,19.3,89.8,80,80.0,1.7586206896551724,0.5686274509803921,0.7483991683991684,4.774270557029178,366.29022599710316,265.35043818246965,6931.537340112458,7851.595414115354
344,6913_10_0,2017-04-10,472.48471875000024,392.4275,333.1348063477862,1101.557499999999,0.7050700120611806,128,5114.207715149094,940.2100635475707,5454.188154976577,778.646310944363,0.27812655297583955,1428.0752169836114,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,29.1,23.4,20.5,75.4,48,0.0,1.7586206896551724,0.5686274509803921,0.7600929054054054,4.848868534482759,353.6840403398165,293.7562596895167,6586.518506260756,7334.391965920939
345,6913_10_0,2017-04-11,474.813558139535,369.193,405.9369643713924,1092.6442,0.8549397072020811,129,5443.950849418679,925.370171094438,5764.731247180639,826.8271905177116,0.2522178445021602,1378.4567033866283,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,29.9,24.7,21.1,69.0,38,5.0,1.7586206896551724,0.5686274509803921,0.7542007123402472,4.811280406308474,410.93259380085743,319.5221250580537,7002.4910314992085,7684.20263769835
346,6913_10_0,2017-04-12,463.70436090225564,409.6350000000001,314.38051234515007,1058.4247999999993,0.6779761823534336,133,5163.918249938469,1099.8856587261298,5562.95035953204,1025.6712086053822,0.3112437776091905,1613.503479979338,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,25.2,20.7,19.4,79.7,65,0.0,1.7586206896551724,0.5686274509803921,0.7315179841495631,4.66658024371273,338.4234302341685,298.9622128509495,6927.044998371591,7647.046368137422
347,6913_10_0,2017-04-13,473.31213076923103,350.1600000000001,373.8702639749358,1178.73345,0.7899021378710885,130,5431.995744957997,1134.9957447734103,5518.761297648799,1082.74099198785,0.2153731778669044,1174.5764884954801,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,20.3,18.2,17.2,82.1,70,1.2,1.7586206896551724,0.5686274509803921,0.7483991683991684,4.774270557029178,384.3165257847305,284.32035842832346,6985.818815421379,7780.235739636649
348,6913_10_0,2017-04-17,572.0251698113206,408.54350000000005,462.7338439328857,1535.51225,0.808939655724443,106,5056.196429081251,994.3162054365773,5354.727469257925,898.9531607256959,0.2979308340341142,1513.7631066992124,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,24.3,19.8,18.7,78.5,52,0.2,1.7586206896551724,0.5686274509803921,0.9178480367159613,5.855237475601822,473.1744631072187,337.943785467005,6726.85509309084,7789.1928799836205
349,6913_10_0,2017-04-18,556.8369017857145,450.09700000000004,452.61879573823575,1406.4711499999999,0.8128390814019998,112,5070.571137940891,1442.1082060959068,5395.4569907149125,1003.6050187167766,0.2846630929016949,1450.0104674994914,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,22.7,18.6,16.3,69.0,46,0.4,1.7586206896551724,0.5686274509803921,0.8686776061776061,5.541564039408867,462.3715739694307,373.73970306480487,6861.43358340112,7805.533159431689
350,6913_10_0,2017-04-19,474.7829307692308,397.63199999999995,299.26306637552784,1007.6097499999998,0.6303155547118547,130,5297.912490401734,1101.0950629346505,5489.281824715965,1191.0776625599647,0.2535569095561381,1348.5189422820713,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,23.2,17.9,14.8,66.8,39,0.0,1.7586206896551724,0.5686274509803921,0.7483991683991684,4.774270557029178,331.7065482282461,277.8051392273047,7012.0660355041755,7687.969237275929
351,6913_10_0,2017-04-20,441.8216043165468,362.43,298.43119168167595,952.2402999999996,0.6754563126068014,139,5217.0597347737985,939.3578628847365,5606.457776868207,697.4298273582945,0.2685614698766073,1406.2429039767044,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,27.9,20.5,16.1,69.0,42,0.0,1.7586206896551724,0.5686274509803921,0.699941668286992,4.465145125279087,321.69941830835256,263.8927545380099,6625.5870225348535,7256.1279042265005
352,6913_10_0,2017-04-24,485.3420157480315,382.0630000000001,361.035620782044,1249.0008999999984,0.7438787681004688,127,5067.8745671783045,992.7301813713783,5247.566743838016,1106.5646263144308,0.26916946601151626,1369.6510573579462,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,27.2,19.5,15.0,66.5,45,0.0,1.7586206896551724,0.5686274509803921,0.7660778889125346,4.88704860168341,376.95437428788324,296.7398544335396,6731.08574444033,7603.132270152445
353,6913_10_0,2017-04-25,438.0742214285714,371.9465,264.892113969379,959.4016499999988,0.6046740506792638,140,5200.2843081243755,1027.3319261443075,5512.53617785482,936.071905048786,0.26972588206234893,1407.6877379980613,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,28.7,22.2,17.9,67.6,41,0.0,1.7586206896551724,0.5686274509803921,0.694942084942085,4.433251231527094,299.1238044877145,253.97078098563824,6747.731887391321,7408.009732903605
354,6913_10_0,2017-04-26,545.3871061946904,378.023,702.9169521179018,1221.4609999999984,1.2888404293646372,113,5360.771944454828,1224.8861365205823,5591.288740501848,1094.5035921199915,0.2548470064167181,1372.3168329842952,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,24.1,20.9,20.8,72.6,60,0.0,1.7586206896551724,0.5686274509803921,0.8609901937335566,5.492523649679585,725.6674462850045,502.9803270579537,7411.459778906844,7907.253332621838
355,6913_10_0,2017-04-27,485.62929133858285,386.633,348.03390458354545,1087.6040999999998,0.7166658000060682,127,5409.79370322499,995.1047181085357,5524.158847324549,955.0873316989628,0.21615022263382838,1173.959133907562,3,6,9,0,392,35998,17999,51,122,58,1,0,0,185,6,20.3,17.5,17.2,82.0,72,10.6,1.7586206896551724,0.5686274509803921,0.7660778889125346,4.88704860168341,367.52664399809254,292.6057622208855,6846.772823021604,7566.850279023512
356,746C_10_0,2017-03-02,1156.3461538461538,780.5,1003.281569041321,3042.3499999999985,0.8676308263786577,52,2026.4881520342067,739.0994635640515,2069.9157041981275,573.8032279899248,0.2026482319282357,414.5941319244318,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,28.8,25.1,22.8,62.8,48,0.0,2.9523809523809526,0.3387096774193548,2.9856643356643358,15.639194139194139,1013.4120853419757,684.0236636569006,3657.131017530028,5686.068932188051
357,746C_10_0,2017-03-03,1278.5416666666667,793.0,1041.167860341399,3334.399999999999,0.8143401873291046,48,1987.996907123443,562.5544101121794,2012.1154452920464,459.43519342008585,0.15665080834185532,314.7168779871461,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,28.5,22.7,20.3,77.7,54,7.2,2.9523809523809526,0.3387096774193548,3.234469696969697,16.942460317460316,1063.2032485490624,659.4389514872332,3534.753887261195,5805.950638712131
358,746C_10_0,2017-03-06,1085.0892857142858,804.0,837.8823436533689,2531.25,0.7721782480801227,56,2225.0237946841876,880.1733460365087,2109.2782689565706,1323.1891758473757,0.25587176425904956,574.5680707695084,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,27.9,22.3,20.1,84.2,55,30.0,2.9523809523809526,0.3387096774193548,2.772402597402597,14.522108843537415,866.0419029669058,641.6962172168512,4298.509347770852,5963.717444803946
359,746C_10_0,2017-03-07,1106.509090909091,661.0,1149.1110217635273,3062.447299999998,1.038501202750567,55,1943.8315061285361,520.8345985294594,1919.3945798193079,576.4224866439611,0.17530863035958905,343.91124675721386,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,29.7,22.9,20.0,77.3,42,35.2,2.9523809523809526,0.3387096774193548,2.822809917355372,14.786147186147186,1149.9311345522233,686.9392092518007,3645.748201015492,5558.264366463267
360,746C_10_0,2017-03-08,1672.0277777777778,665.0,1951.3915695858557,5660.75,1.1670808317427408,36,2311.9589695967784,738.6481911202959,2335.0011525715313,1015.9273663350418,0.3208242106421477,751.9636866539958,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,28.5,22.9,16.5,79.7,51,41.6,2.9523809523809526,0.3387096774193548,4.312626262626263,22.58994708994709,1974.729736932905,785.3908245505913,5325.658255839478,9011.678518906574
361,746C_10_0,2017-03-09,1472.7317073170734,1073.0,1118.476188037976,3163.0,0.7594568531939487,41,2191.388387502281,559.7891702901519,2238.797610288552,458.4657146736872,0.2247686379065844,498.99428872702276,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,31.1,24.6,20.6,69.5,40,0.0,2.9523809523809526,0.3387096774193548,3.7866962305986696,19.835075493612077,1161.083056728379,845.9396329146363,3858.346381690618,5860.2633249622395
362,746C_10_0,2017-03-10,1443.9302325581396,1091.0,1135.0771758585372,3218.6,0.7861025070772133,43,2150.8629797562244,712.8354244840543,2187.582402380661,807.7045799807229,0.26112649246739866,568.4554003815417,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,31.1,25.3,21.6,67.9,43,0.0,2.9523809523809526,0.3387096774193548,3.610570824524313,18.9125138427464,1168.1086231133293,882.5956262158452,4163.395605474713,6213.886982361384
363,746C_10_0,2017-03-13,1073.1272727272728,668.0,1098.0141625450285,3050.699999999998,1.0231909955605802,55,2213.7953852676246,864.2508394599504,2033.9681085814111,1415.0776676027356,0.2800815685303582,625.7580893629953,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,27.5,23.1,21.3,72.7,50,0.0,2.9523809523809526,0.3387096774193548,2.822809917355372,14.786147186147186,1098.302738420669,683.671217674348,4547.348514604815,6499.745776184145
364,746C_10_0,2017-03-14,1181.2,852.0,905.1952828963463,2857.8499999999995,0.7663353224655827,50,2052.4551504600536,610.3775763216128,1965.6112499007745,821.3814628104078,0.2148735248453849,445.4066223712337,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,25.9,21.6,19.5,76.7,62,1.2,2.9523809523809526,0.3387096774193548,3.105090909090909,16.264761904761905,937.441559506348,676.1769460712906,3724.43427221753,5644.842712711182
365,746C_10_0,2017-03-15,1092.607142857143,667.0,1229.5572437931605,4054.750000000001,1.1253424909688,56,1966.7067175337233,658.9172992986961,1873.2647820026089,814.063948104879,0.24157207126984973,479.4803227903592,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,28.3,23.0,19.9,73.4,48,2.4,2.9523809523809526,0.3387096774193548,2.772402597402597,14.522108843537415,1238.140077188035,755.8429732802845,3925.468807295523,6742.078730107489
366,746C_10_0,2017-03-16,1214.1372549019607,905.0,978.7692953392204,3139.2710000000006,0.8061438617318881,51,2062.1779057981257,618.1134072576673,1988.467144091294,807.7109364170587,0.21768384616002606,453.46032385972546,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,30.2,24.6,19.6,63.8,36,0.0,2.9523809523809526,0.3387096774193548,3.0442067736185385,15.945845004668534,1001.5830571956593,746.5652364281207,3797.761137704012,5935.449080508353
367,746C_10_0,2017-03-17,1098.6923076923076,718.5,891.0521719050392,3029.4999999999973,0.8110115686316258,52,2154.4871652382317,616.3030911793254,2113.7983544531708,764.1983024050282,0.19528497428336064,424.8438383077512,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,29.6,23.4,21.7,71.8,42,0.0,2.9523809523809526,0.3387096774193548,2.9856643356643358,15.639194139194139,910.6729636808153,595.5430103802182,3788.6696205390144,5907.496656858197
368,746C_10_0,2017-03-20,1487.2976829268293,1006.0,1270.4729788393856,4004.0000000000014,0.8542156647075804,41,2100.992763863185,1018.635895835939,2001.144123267433,1430.8101760876132,0.35044399896089046,745.4269958636402,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,24.9,19.5,17.6,70.6,45,0.2,2.9523809523809526,0.3387096774193548,3.7866962305986696,19.835075493612077,1286.2778015195674,870.0312541214022,4718.232100874614,7435.954299355048
369,746C_10_0,2017-03-21,1165.1153846153848,848.0,1099.6351134300148,3079.599999999993,0.9437993248994944,52,2131.2475450724496,667.1255405917811,2118.785905562254,757.5612424523947,0.21987986818192776,473.1904246551607,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,25.5,19.3,15.5,70.5,46,0.0,2.9523809523809526,0.3387096774193548,2.9856643356643358,15.639194139194139,1101.475131153206,801.6810382486343,3977.8222791678545,5955.947148014642
370,746C_10_0,2017-03-22,967.5079365079365,688.0,837.0507966737487,2963.5999999999995,0.8651616850761433,63,2074.4029820497904,703.3970396505481,2036.4395129592392,755.047516133511,0.27809032267480077,581.4317137803099,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,27.1,20.7,16.5,67.1,37,0.0,2.9523809523809526,0.3387096774193548,2.4643578643578645,12.90854119425548,845.8461071262625,601.4856310153843,3637.333136219013,5755.08702909275
371,746C_10_0,2017-03-23,1048.8103448275863,826.0,940.2933757808532,2468.6499999999987,0.8965332773633424,58,1992.9697542242095,634.0744888768687,1961.1420279751676,707.148139425228,0.23826561479872885,479.00345791216455,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,27.4,20.7,16.6,67.8,40,0.0,2.9523809523809526,0.3387096774193548,2.6768025078369906,14.021346469622332,945.9073233497178,744.9578018944005,3614.1974907501135,5136.940167400395
372,746C_10_0,2017-03-24,1126.4259259259259,910.076,934.6335661883925,2981.777299999996,0.8297337132223058,54,2205.6879321737033,694.4813091624196,2166.261151554803,831.3886950832634,0.23037894852507843,513.0068000315794,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,29.2,21.9,17.5,68.3,34,0.0,2.9523809523809526,0.3387096774193548,2.875084175084175,15.059964726631394,950.9614526508133,768.312567265567,3948.6112992888793,5979.427146638062
373,746C_10_0,2017-03-27,1039.220338983051,657.0,1093.9791208098616,2915.7999999999956,1.052692176791301,59,2028.5501142597611,581.8932708984686,1913.0870291171616,829.633373411996,0.18152963590134535,371.4028968500939,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,24.7,20.3,17.8,70.5,50,0.0,2.9523809523809526,0.3387096774193548,2.6314329738058553,13.783696529459242,1095.4218005163088,692.530829066994,3838.1422030454664,5658.520402529153
374,746C_10_0,2017-03-28,1421.8461860465115,1323.0,913.1445207120508,3319.299999999999,0.6422245455755508,43,1922.7088706789027,591.3193226538887,1984.7797111449872,554.1825676080675,0.2440891200910002,474.6154487893498,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,26.2,20.7,18.4,67.8,43,0.0,2.9523809523809526,0.3387096774193548,3.610570824524313,18.9125138427464,1004.1450054528062,934.3372407306265,3543.107284205861,5858.262278753054
375,746C_10_0,2017-03-29,1000.016393442623,769.0,832.8171572466609,2316.0,0.8328035047301899,61,1965.8458719318094,486.28525324905615,1950.1499242078376,530.0390755168023,0.14962625515244282,296.5832116224973,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,25.0,19.9,16.9,66.3,40,0.0,2.9523809523809526,0.3387096774193548,2.545156482861401,13.331772053083528,846.794720398538,651.1744649952462,3326.9837201231776,4796.18899972464
376,746C_10_0,2017-03-30,1099.5357142857142,866.5,846.578975104105,2796.75,0.7699422257093884,56,2166.067137448123,709.5912328567439,2024.4893053076428,803.9779664508408,0.4587634640395217,1002.8712971451487,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,25.4,19.5,16.6,67.0,42,0.0,2.9523809523809526,0.3387096774193548,2.772402597402597,14.522108843537415,875.6763073080709,690.0853791505641,3704.1435790665546,5625.217271758484
377,746C_10_0,2017-03-31,1034.9322033898304,690.0,905.7198482976033,3391.7999999999997,0.8751489665999345,59,2199.339510573672,707.033783507006,2124.8218584420374,948.235676952429,0.20399746265703853,452.720031034053,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,23.5,18.7,16.0,65.8,45,0.0,2.9523809523809526,0.3387096774193548,2.6314329738058553,13.783696529459242,913.7859963282636,609.230571240622,3986.84353172273,6464.857535394466
378,746C_10_0,2017-04-03,1044.219701754386,894.0,765.5729702809657,2187.2,0.7331531563661671,57,2273.5112854196345,832.9384059963959,2178.8766287288613,1259.664954481445,0.2466140752559431,565.6638024361447,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,28.1,20.6,16.3,68.9,34,0.0,2.9523809523809526,0.3387096774193548,2.7237639553429025,14.26733500417711,802.750970672249,687.2685571582841,4241.292553882555,5625.741583210306
379,746C_10_0,2017-04-04,995.5409836065573,818.0,730.111664856696,2463.0,0.7333818264434604,61,2107.87762345126,692.1875299283095,2063.5531201702834,864.0233562905764,0.21746133520292316,462.1859466907908,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,29.7,22.1,17.9,65.0,27,0.0,2.9523809523809526,0.3387096774193548,2.545156482861401,13.331772053083528,765.4958049434184,628.9802014732363,3693.0722814042783,5390.576476460859
380,746C_10_0,2017-04-05,952.546875,629.5,780.0937880970894,2472.65,0.8189558000461545,64,2379.406297010877,867.8358707994578,2279.548770138078,1297.4104172577204,0.24823270167075456,595.3156680643104,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,30.4,24.1,18.4,57.8,29,0.0,2.9523809523809526,0.3387096774193548,2.4258522727272727,12.706845238095237,795.7046036710435,525.8492376146023,4372.663791066841,6049.6091873957985
381,746C_10_0,2017-04-06,985.8387096774194,738.0,735.7881299741111,2512.994549999999,0.7463575154346207,62,2341.3887193546093,849.3984470917502,2421.854006501825,965.3198270492358,0.24949329526026184,588.8529169684472,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,26.5,22.8,19.6,68.6,43,4.4,2.9523809523809526,0.3387096774193548,2.504105571847507,13.116743471582181,767.4998551255914,574.5512805720781,4154.673688676652,5900.168383551059
382,746C_10_0,2017-04-07,1003.8196721311474,799.0,791.8703987729668,2656.0,0.7888572228234936,61,2222.1421274480426,592.6379350135926,2264.5207449665177,555.2077950722041,0.1867708723738832,418.475726919844,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,22.6,20.7,19.3,89.8,80,80.0,2.9523809523809526,0.3387096774193548,2.545156482861401,13.331772053083528,814.2461778716612,648.1071393413176,3633.974717910383,5475.728540038722
383,746C_10_0,2017-04-10,965.4603174603175,694.0,839.886490514215,2157.5,0.8699337252136582,63,2066.573843102627,612.9158123308936,2068.6109125169305,593.499800472232,0.18309403433142454,381.3685139592915,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,29.1,23.4,20.5,75.4,48,0.0,2.9523809523809526,0.3387096774193548,2.4643578643578645,12.90854119425548,848.0529504549871,609.6042861336471,3510.1636634441497,4819.6107129891625
384,746C_10_0,2017-04-11,874.8714285714286,643.0,697.0727622091339,2339.2999999999993,0.7967716620342478,70,2072.9031018296205,623.3008671208695,2099.156791472205,585.020277678776,0.23616160792023083,493.07476126546146,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,29.9,24.7,21.1,69.0,38,5.0,2.9523809523809526,0.3387096774193548,2.217922077922078,11.617687074829933,715.1396259378021,525.6026936767928,3399.316695088783,5023.47706915098
385,746C_10_0,2017-04-12,1270.5625000000002,938.0,1311.9620041169135,3076.05,1.0325836030237892,48,2378.6322438543466,810.0643692310301,2387.8663412508413,1055.9159011354132,0.2762802741758721,663.9793935846492,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,25.2,20.7,19.4,79.7,65,0.0,2.9523809523809526,0.3387096774193548,3.234469696969697,16.942460317460316,1312.636476620677,969.0613528025539,4756.4187190069315,6519.832242386255
386,746C_10_0,2017-04-13,1310.3043478260872,1095.0,914.2960917281112,2785.75,0.6977738364716645,46,2376.595104879426,1031.7826719594125,2220.201323172167,1800.6303385938,0.29359490755599915,705.2997498341098,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,20.3,18.2,17.2,82.1,70,1.2,2.9523809523809526,0.3387096774193548,3.375098814229249,17.679089026915115,974.1381197111301,814.0713589582508,4994.969781477097,6806.5816617659675
387,746C_10_0,2017-04-17,1014.5932203389832,655.0,941.8018251659968,2427.199999999999,0.9282555868561133,59,2078.5663034448344,640.6204332654942,2157.0072846099065,503.1510848423036,0.21914573726712244,459.41896476884085,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,24.3,19.8,18.7,78.5,52,0.2,2.9523809523809526,0.3387096774193548,2.6314329738058553,13.783696529459242,944.413013130302,609.6931373084399,3604.5713825825123,5087.358369452209
388,746C_10_0,2017-04-18,1068.9649122807018,906.0,701.2609835884488,2583.3999999999987,0.6560187107472646,57,2031.8704211824079,656.2678095001212,2024.7075820663492,662.0470464655198,0.17867042617318935,366.26219669198923,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,22.7,18.6,16.3,69.0,46,0.4,2.9523809523809526,0.3387096774193548,2.7237639553429025,14.26733500417711,764.5026193158773,647.953328629278,3451.2572478477464,5270.154628531867
389,746C_10_0,2017-04-19,1242.28,734.5,1195.7858825161718,3644.7000000000003,0.9625735603214829,50,2009.1289746187629,487.812142497438,2013.4371430192655,422.1945794267567,0.16504135495986766,335.02561929453816,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,23.2,17.9,14.8,66.8,39,0.0,2.9523809523809526,0.3387096774193548,3.105090909090909,16.264761904761905,1196.655937157879,707.5247012287584,3632.2876596039014,6080.3317224460225
390,746C_10_0,2017-04-20,1565.0885897435899,928.0,1672.3048385933791,4424.300000000001,1.0685049073594963,39,2113.504022899234,664.5976104545346,2173.3535194439874,496.2156926276102,0.19688084940372383,421.5480244869998,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,27.9,20.5,16.1,69.0,42,0.0,2.9523809523809526,0.3387096774193548,3.9808857808857807,20.852258852258853,1675.977258190823,993.7500699918152,4345.54647026242,7093.869212071599
391,746C_10_0,2017-04-24,1077.3333333333335,665.0,897.44955987719,3107.0,0.8330286756285797,57,2278.505159589281,1137.9987565362137,1983.5234270507276,2165.1342628646166,0.39119770759765804,899.26922651229,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,27.2,19.5,15.0,66.5,45,0.0,2.9523809523809526,0.3387096774193548,2.7237639553429025,14.26733500417711,912.4672758206405,563.2339774944855,5061.124965735985,7255.657689915344
392,746C_10_0,2017-04-25,1064.357142857143,700.5,896.2995688221133,2738.5,0.8421041516347618,56,2301.2891617102687,965.9361761995001,2163.3477069241976,1299.6313661329523,0.29811101663580364,691.9285119552563,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,28.7,22.2,17.9,67.6,41,0.0,2.9523809523809526,0.3387096774193548,2.772402597402597,14.522108843537415,909.5673654353458,598.6260756207258,4372.546438492495,6201.479073057149
393,746C_10_0,2017-04-26,1249.8,725.5,1391.9918366063262,3071.9999999999995,1.1137716727527014,50,2065.2951550189887,646.0076277292372,2061.3821391429315,699.1868600544899,0.18958699782532867,395.78623766079096,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,24.1,20.9,20.8,72.6,60,0.0,2.9523809523809526,0.3387096774193548,3.105090909090909,16.264761904761905,1400.0805381575667,812.7367822318088,4160.649537354988,5832.568999197421
394,746C_10_0,2017-04-27,1035.5636363636365,825.0,873.7394104668813,2630.4999999999995,0.8437331901060198,55,2201.502362128936,571.6002960953833,2223.9160093487,434.60176933772755,0.14602682698168415,324.3877706637265,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,20.3,17.5,17.2,82.0,72,10.6,2.9523809523809526,0.3387096774193548,2.822809917355372,14.786147186147186,886.3832882391057,706.1528496356734,3544.901066925533,5289.017778686427
395,746C_10_0,2017-04-28,1603.2631578947369,1217.0,1361.1849107702735,4135.25,0.8490090376414942,38,1841.729579144517,624.105527781058,1812.5081575442819,556.0960086899986,0.17002968214676278,317.1380111188737,0,8,6,1,453,17078,8539,31,41,21,0,0,0,55,6,16.2,14.5,13.5,83.0,72,0.2,2.9523809523809526,0.3387096774193548,4.085645933014354,21.401002506265666,1379.460724519965,1047.1167465391356,3748.0648907542454,6503.8541662342805
396,8700_10_0,2017-03-02,359.27018343195294,324.685,214.98458375855975,752.2888,0.5983925014453046,169,3390.3194388217476,1485.5382449224314,3187.5364058620808,2411.6250621472836,0.3663120807032976,1245.6056594313022,5,8,9,0,436,20943,10472,36,80,35,1,0,0,136,6,28.8,25.1,22.8,62.8,48,0.0,2.057142857142857,0.4861111111111111,0.4556213017751479,3.5408284023668637,243.95767313970757,220.47306110045866,5843.119141149072,6351.450268009365
397,8700_10_0,2017-03-03,348.87252298850586,324.1295,202.84337059740085,740.99785,0.5814254698530209,174,3265.178295327546,1092.288490342082,3300.6292977382545,1585.249818822078,0.3132699589201145,1025.8173762488727,5,8,9,0,436,20943,10472,36,80,35,1,0,0,136,6,28.5,22.7,20.3,77.7,54,7.2,2.057142857142857,0.4861111111111111,0.4425287356321839,3.439080459770115,233.40541252233504,216.85164257160693,5119.284529082667,5626.876966560332
398,8700_10_0,2017-03-06,365.72258928571415,321.40250000000003,222.94716284449802,748.9508500000002,0.6096073072213885,168,3463.9381870662887,1127.8399508458338,3445.79238580816,1527.1775826762746,0.25143089387789036,873.5293154095353,5,8,9,0,436,20943,10472,36,80,35,1,0,0,136,6,27.9,22.3,20.1,84.2,55,30.0,2.057142857142857,0.4861111111111111,0.4583333333333333,3.5619047619047617,250.81640443999848,220.42122031748264,5223.786372924433,5721.920818484435
399,8700_10_0,2017-03-07,349.0010284090908,326.8815000000001,205.45981380501996,768.7245,0.5887083334441777,176,3719.3174506135483,1311.0574940271083,3621.102489764765,2160.2512746846687,0.32290655293438547,1204.4381593004541,5,8,9,0,436,20943,10472,36,80,35,1,0,0,136,6,29.7,22.9,20.0,77.3,42,35.2,2.057142857142857,0.4861111111111111,0.4375,3.4,234.97846649199755,220.085636838207,6016.332230941431,6550.078264449434
400,8700_10_0,2017-03-08,372.33669090909086,334.699,233.2052153384837,689.5079999999999,0.6263288604974542,165,3914.7772711240286,2429.650104485035,3642.8634517516257,2522.848131610026,0.3480346216788566,1366.6005110517567,5,8,9,0,436,20943,10472,36,80,35,1,0,0,136,6,28.5,22.9,16.5,79.7,51,41.6,2.057142857142857,0.4861111111111111,0.4666666666666667,3.6266666666666665,259.1999238470534,232.99867412977207,6424.911507208705,6855.2195833616515
401,8700_10_0,2017-03-09,376.7533190184049,326.586,269.68063538798623,859.3590000000004,0.715801618126719,163,3820.2722006211657,1250.4033161059147,3702.6398284748498,2257.035693873599,0.3148923551329369,1206.727950233374,5,8,9,0,436,20943,10472,36,80,35,1,0,0,136,6,31.1,24.6,20.6,69.5,40,0.0,2.057142857142857,0.4861111111111111,0.4723926380368098,3.6711656441717793,284.8955771032836,246.95975389484946,6244.571099451732,6819.034522348449
