,linhas,date,mean_geral,median_geral,std_geral,perc95_geral,cv_geral,trips_geral,ltt_mean,rbt_mean,ltt_median,rbt_median,ltt_cv,ltt_std,route_category,origin_sector,destination_sector,direction,planned_headway,passenger_two_dir,passenger_one_way,bus_stops_one_dir,planned_tt,length_round_trip,bus_lane,demand,frequency,capacity_per_trip,conforto_pass_m2,temp_max,temp_med,temp_min,umid_med,umid_min,chuva_mm,stops_km,dist_stops_to_stops,confort_index_geral,ipk,ewt_mean,ewt_median,customer_w_appointment,customer_appointment
10,172P_10_0,2017-03-16,550.6846846846847,491.00000000000006,386.3526970040572,1016.0,0.7015860577732936,111,5273.054659322367,1452.0853721590474,5405.253339402159,1419.5902268053887,0.22762469679483324,1205.672000665775,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,30.2,24.6,19.6,63.8,36,0.0,3.7142857142857144,0.2692307692307692,1.7986895986895988,4.710853710853711,410.8721751429205,366.3407456313895,7235.715741350468,7840.843566207548
11,172P_10_0,2017-03-17,556.2592592592592,514.8054999999999,215.86630529009318,927.2091999999999,0.38806779697932725,108,5124.934753795476,806.1123632920481,5294.477354785688,688.4251977763361,0.19407323568465543,999.2495843844029,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.6,23.4,21.7,71.8,42,0.0,3.7142857142857144,0.2692307692307692,1.8486531986531987,4.841710758377425,320.01501039762627,296.1667328551761,6302.91756295965,6910.111752562024
12,172P_10_0,2017-03-20,517.6600086206897,482.095,266.2739506774929,1041.1075000000003,0.5143799911972774,116,4862.995265959021,726.7188365987232,5021.447834056112,997.0095540269176,0.22443558465196206,1096.2057038382106,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,24.9,19.5,17.6,70.6,45,0.2,3.7142857142857144,0.2692307692307692,1.7211598746081505,4.507799671592775,327.3130005131214,304.82548072975965,6345.770388596151,7059.5648880830295
13,172P_10_0,2017-03-21,531.0679122807016,497.50000000000006,282.3171650624121,1121.3596999999995,0.5316027546269644,114,4985.16812654023,832.6561467644573,5170.570083971043,1092.5669029660548,0.25755913348053194,1289.6443768607817,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.5,19.3,15.5,70.5,46,0.0,3.7142857142857144,0.2692307692307692,1.7513556618819777,4.586883876357561,340.5742474531777,319.04712032083546,6603.711234390275,7384.4966869370965
14,172P_10_0,2017-03-22,553.5645636363636,490.2235,351.6466917824636,1115.72005,0.6352406112712451,110,5006.970590468307,957.4077273479569,5196.048408279051,1092.1672511336428,0.26473620914088264,1331.5379018982517,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,27.1,20.7,16.5,67.1,37,0.0,3.7142857142857144,0.2692307692307692,1.8150413223140496,4.7536796536796535,388.4724115378835,344.0218499293977,6676.688070950577,7403.9357094126935
15,172P_10_0,2017-03-23,557.4697631578947,469.00000000000006,369.41317843613615,1291.099999999999,0.6626604756884465,114,4986.991373944329,700.3955599473308,5114.996314615613,833.5459283063265,0.21856537424900613,1094.972145545353,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,27.4,20.7,16.6,67.8,40,0.0,3.7142857142857144,0.2692307692307692,1.7513556618819777,4.586883876357561,401.13263785298284,337.4733834662952,6349.674880774923,7239.642242921938
16,172P_10_0,2017-03-24,579.3365384615385,499.50000000000006,302.89963668707753,1156.4499999999998,0.5228388278278545,104,5126.282541477948,720.7504651482723,5234.803863695147,891.8018412435895,0.1666906327047491,858.7230752108387,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.2,21.9,17.5,68.3,34,0.0,3.7142857142857144,0.2692307692307692,1.9197552447552448,5.027930402930403,368.85211472824653,318.02176986113017,6495.457819666983,7283.055704938736
17,172P_10_0,2017-03-27,497.58620689655186,471.403,277.58421394350773,1002.6345,0.55786155262382,116,4818.60803679184,746.8077281972477,4992.454778111208,1013.4167079166782,0.21717532606042692,1051.1030270000208,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,24.7,20.3,17.8,70.5,50,0.0,3.7142857142857144,0.2692307692307692,1.7211598746081505,4.507799671592775,326.21988373546986,309.05404876812185,6332.091369763356,7008.505986027886
18,172P_10_0,2017-03-28,539.870221238938,487.00000000000006,311.9815204214465,1200.2731999999999,0.5778824394231005,113,4924.124695023931,701.094945914536,5109.383971904124,865.5440582202036,0.21047258461736348,1041.2704231914092,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,26.2,20.7,18.4,67.8,43,0.0,3.7142857142857144,0.2692307692307692,1.7668543845534996,4.627475769068689,360.07943165750567,324.81636570874,6335.007461781834,7175.201230124328
19,172P_10_0,2017-03-29,530.8684210526316,468.735,338.79836800849466,1203.3499999999997,0.6381964994955037,114,5070.403713199157,753.4669979912422,5283.436099920585,741.4865366442837,0.18672225092924508,951.0902019580681,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.0,19.9,16.9,66.3,40,0.0,3.7142857142857144,0.2692307692307692,1.7513556618819777,4.586883876357561,373.5441767752211,329.82415746928393,6398.466813340089,7228.272636564868
20,172P_10_0,2017-03-30,520.4690265486724,487.49,310.7963983236528,1093.898199999997,0.597146770451648,113,5036.597453844146,779.0771702708548,5269.603973869484,818.0616015065652,0.24127477418113455,1220.81689428713,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.4,19.5,16.6,67.0,42,0.0,3.7142857142857144,0.2692307692307692,1.7668543845534996,4.627475769068689,353.03004603782284,330.66063178475076,6440.695621413873,7181.563775376047
21,172P_10_0,2017-03-31,572.5855855855856,490.00000000000006,385.523904665668,1416.0,0.6733035451309713,111,5032.733405040848,643.0285846575713,5117.191985857168,781.0704758700404,0.15755249992447637,796.651136989505,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,23.5,18.7,16.0,65.8,45,0.0,3.7142857142857144,0.2692307692307692,1.7986895986895988,4.710853710853711,416.08009866485725,356.0677276520539,6314.342560392066,7314.262461727209
22,172P_10_0,2017-04-03,544.1696428571429,501.50000000000006,278.2034167198383,992.5017,0.5112439114742626,112,4920.754391207768,831.795287089239,5063.712878747216,852.1602201398528,0.19234044960120955,950.7917598392883,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,28.1,20.6,16.3,68.9,34,0.0,3.7142857142857144,0.2692307692307692,1.7826298701298702,4.6687925170068025,343.19972290324864,316.2886120076406,6259.072821790317,6908.374798887068
23,172P_10_0,2017-04-04,537.4298245614035,483.50000000000006,290.10070552513537,1043.05,0.5397927176108742,114,5026.0721579278525,873.4325555715164,5149.647978728985,1129.1435115539143,0.2309315789954416,1165.9426559209608,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.7,22.1,17.9,65.0,27,0.0,3.7142857142857144,0.2692307692307692,1.7513556618819777,4.586883876357561,347.01203638882413,312.19019102805095,6625.803526671724,7321.8414902829
