,route,latitude,longitude
1665,2029-10-0,-23.436807589234476,-46.584061854184604
1666,2029-10-0,-23.437315598000865,-46.585888470396824
1667,2029-10-0,-23.43986654540928,-46.58743402922171
1668,2029-10-0,-23.441763191641435,-46.58932737118296
1669,2029-10-0,-23.44340035238862,-46.589988616767954
1670,2029-10-0,-23.445213080378256,-46.589925511658166
1671,2029-10-0,-23.447185820720787,-46.589584591269656
1672,2029-10-0,-23.44956141899831,-46.588880608085326
1673,2029-10-0,-23.452704305443675,-46.588961834421326
1674,2029-10-0,-23.45489391288452,-46.58963728530323
1675,2029-10-0,-23.456344729154782,-46.59087168559886
1676,2029-10-0,-23.457342221592814,-46.593419744327775
1677,2029-10-0,-23.46070128956236,-46.59379305202158
1678,2029-10-0,-23.462995900215915,-46.595217111737206
1679,2029-10-0,-23.46529079304059,-46.59632565877196
1680,2029-10-0,-23.46741118670759,-46.595216407423024
1681,2029-10-0,-23.47017534551573,-46.59799059002896
1682,2029-10-0,-23.47327054410571,-46.600722442840706
1683,2029-10-0,-23.47478211816002,-46.602194381781324
1684,2029-10-0,-23.476001924437508,-46.60349370585382
1685,2029-10-0,-23.477328631361907,-46.60521188665892
1686,2029-10-0,-23.4788451696571,-46.604143370171414
1687,2029-10-0,-23.479762760150596,-46.60455713227348
1688,2029-10-0,-23.47799247584266,-46.60629736113803
1689,2029-10-0,-23.47652715357145,-46.604123427598886
1690,2029-10-0,-23.475125189480828,-46.602527918727795
1691,2029-10-0,-23.47343324390651,-46.600876303168484
1692,2029-10-0,-23.471271134770173,-46.59879364340012
1693,2029-10-0,-23.469873645688597,-46.5978019347566
1694,2029-10-0,-23.468955270352808,-46.597405471412635
1695,2029-10-0,-23.46572923930665,-46.59711893903483
1696,2029-10-0,-23.462586516845917,-46.59496512645734
1697,2029-10-0,-23.460227667437334,-46.593702506871715
1698,2029-10-0,-23.45785961752983,-46.59347996045956
1699,2029-10-0,-23.456369820082937,-46.592673299077084
1700,2029-10-0,-23.45616321793335,-46.59022580291834
1701,2029-10-0,-23.45207701246231,-46.58876833698549
1702,2029-10-0,-23.449058809563343,-46.588365795818554
1703,2029-10-0,-23.447427046648972,-46.58926580077548
1704,2029-10-0,-23.445521066426476,-46.58980241674223
1705,2029-10-0,-23.443734903252555,-46.590060572618434
1706,2029-10-0,-23.44178214740947,-46.58917159582376
1707,2029-10-0,-23.439672154085034,-46.58735916777252
1708,2029-10-0,-23.43716053745106,-46.58575412478539
1709,2029-10-0,-23.436781918252677,-46.58397468000832
1710,2029-10-0,-23.43547633009174,-46.58219964365365
1711,2029-10-0,-23.434828899966586,-46.58112119717865
1712,2029-10-0,-23.432948337129805,-46.57857893173059
1713,2029-10-0,-23.430980548709616,-46.57489936522558
1714,2029-10-0,-23.430855601326073,-46.574797232018675
1715,2031-10-0,-23.50546668819567,-46.37017073526866
1716,2031-10-0,-23.506641397471448,-46.37125861310133
1717,2031-10-0,-23.50786129487002,-46.372386902380185
1718,2031-10-0,-23.509294398596577,-46.37400697911775
1719,2031-10-0,-23.51199788920887,-46.375641345108825
1720,2031-10-0,-23.510154265307392,-46.375854408852135
1721,2031-10-0,-23.50870444351646,-46.375013758559675
1722,2031-10-0,-23.5076317133412,-46.37608560007888
1723,2031-10-0,-23.50516124022196,-46.37720557836543
1724,2031-10-0,-23.503385677868174,-46.37982445644961
1725,2031-10-0,-23.501073899722446,-46.38072629928915
1726,2031-10-0,-23.499066328678097,-46.38153547804876
1727,2031-10-0,-23.499905446050484,-46.382463682695885
1728,2031-10-0,-23.50195445319187,-46.381605149961665
1729,2031-10-0,-23.50329530542874,-46.382437135239684
1730,2031-10-0,-23.50103706888048,-46.382964715698144
1731,2031-10-0,-23.50201737917219,-46.38463252004381
1732,2031-10-0,-23.504163988228818,-46.38416676470718
1733,2031-10-0,-23.506521498484826,-46.38636465607105
1734,2031-10-0,-23.50654953237329,-46.38827740817976
1735,2031-10-0,-23.502900908054848,-46.39079363303198
1736,2031-10-0,-23.49967403768253,-46.393834358215855
1737,2031-10-0,-23.499230104267262,-46.39439847293387
1738,2031-10-0,-23.498827705784656,-46.395053312813836
1739,2031-10-0,-23.498365832657537,-46.39598101326823
1740,2031-10-0,-23.49751500725253,-46.398968330755935
1741,2031-10-0,-23.4959357990676,-46.40289598975364
1742,2031-10-0,-23.494791310890598,-46.405918818210274
1743,2031-10-0,-23.49500776475703,-46.40983518639278
1744,2031-10-0,-23.4947761574415,-46.412842873927005
1745,2031-10-0,-23.494045997980155,-46.41624269212026
1746,2031-10-0,-23.493970865838165,-46.41937334674275
1747,2031-10-0,-23.49414644033551,-46.421206537627526
1748,2031-10-0,-23.494446710073632,-46.42452628368622
1749,2031-10-0,-23.495322914659134,-46.42929625157547
1750,2031-10-0,-23.495212552232914,-46.433612300113246
1751,2031-10-0,-23.49506112356374,-46.43697712858645
1752,2031-10-0,-23.494091045632562,-46.43921548773768
1753,2031-10-0,-23.493336758473273,-46.44154009642889
1754,2031-10-0,-23.49283940479586,-46.44329683550133
1755,2031-10-0,-23.491852680391112,-46.444287965195755
1756,2031-10-0,-23.49136111078483,-46.4461823028722
1757,2031-10-0,-23.492954177036925,-46.444196463926765
1758,2031-10-0,-23.496022384085183,-46.44223658539943
1759,2031-10-0,-23.498813041764162,-46.44235845426267
1760,2031-10-0,-23.501423970969313,-46.44260954752292
1761,2031-10-0,-23.504323528586898,-46.44293025344707
1762,2031-10-0,-23.507482349273634,-46.4432294111631
1763,2031-10-0,-23.510113395041543,-46.443442276450405
1764,2031-10-0,-23.511926032030804,-46.44362222852614
1765,2031-10-0,-23.513400499990905,-46.44391143111321
1766,2031-10-0,-23.513586768346975,-46.44626761390188
1767,2031-10-0,-23.513812034344316,-46.449373407143625
1768,2031-10-0,-23.514362719715432,-46.45273691866375
1769,2031-10-0,-23.515266898251205,-46.45587782329342
1770,2031-10-0,-23.515284167845085,-46.458937647356834
1771,2031-10-0,-23.515320592179346,-46.46315676386391
1772,2031-10-0,-23.516051393820543,-46.46782913478374
1773,2031-10-0,-23.518592971294293,-46.469493245384285
1774,2031-10-0,-23.51921705290287,-46.471902198261084
1775,2031-10-0,-23.51710030534627,-46.47548569508706
1776,2059-10-0,-23.491199666696687,-46.44325349759541
1777,2059-10-0,-23.492910287633197,-46.444222875684595
1778,2059-10-0,-23.496471871948568,-46.44194918498719
1779,2059-10-0,-23.49983361172961,-46.44014319088484
1780,2059-10-0,-23.502935319228317,-46.43983591764574
1781,2059-10-0,-23.505343971257105,-46.439629606542766
1782,2059-10-0,-23.508713434275503,-46.43907367819036
1783,2059-10-0,-23.511793239978683,-46.436420167470224
1784,2059-10-0,-23.512691294047382,-46.43358034988585
1785,2059-10-0,-23.51125447597194,-46.43158854829941
1786,2059-10-0,-23.510399865606306,-46.42948829767819
1787,2059-10-0,-23.512179772187217,-46.42754471753106
1788,2059-10-0,-23.51467249494806,-46.42476216011053
1789,2059-10-0,-23.516945526258965,-46.42242014082989
1790,2059-10-0,-23.51881598034584,-46.42080864377708
1791,2059-10-0,-23.520410688397,-46.419231372760656
1792,2059-10-0,-23.522761285297626,-46.4182683598562
1793,2059-10-0,-23.52542521068277,-46.418234514594815
1794,2059-10-0,-23.52801394252789,-46.417789016155254
1795,2059-10-0,-23.530234387712508,-46.41545177019881
1796,2059-10-0,-23.5331589170239,-46.4164627422976
1797,2059-10-0,-23.53601238632539,-46.41690998809086
1798,2059-10-0,-23.53789245333542,-46.415018055893825
1799,2059-10-0,-23.53895581923067,-46.41148765226315
1800,2059-10-0,-23.540211559619852,-46.40846997764184
1801,2059-10-0,-23.541504571072384,-46.40966243893249
1802,2059-10-0,-23.542094990126245,-46.41119287701986
1803,2059-10-0,-23.542136877183307,-46.41484040226592
1804,2088-10-0,-23.503486905996972,-46.3797894237653
1805,2088-10-0,-23.504741153556896,-46.3780970905271
1806,2088-10-0,-23.504524375280823,-46.37616971439866
1807,2088-10-0,-23.503730195941806,-46.37383924899349
1808,2088-10-0,-23.50230868447237,-46.37081330880391
1809,2088-10-0,-23.50167590372122,-46.3728237396367
1810,2088-10-0,-23.502027574291688,-46.37665435752086
1811,2088-10-0,-23.497948345415338,-46.37675103650365
1812,2088-10-0,-23.496191421282457,-46.377468189996264
1813,2088-10-0,-23.494288700546313,-46.376030988941736
1814,2088-10-0,-23.49158625734859,-46.3746662814809
1815,2088-10-0,-23.48931999055522,-46.37569611759644
1816,2088-10-0,-23.486957354714228,-46.376764101197516
1817,2088-10-0,-23.484972401358817,-46.37847673111755
1818,2088-10-0,-23.485685293650118,-46.38369130797577
1819,2088-10-0,-23.488415464762586,-46.38486036843721
1820,2088-10-0,-23.491462742757772,-46.38702202266827
1821,2088-10-0,-23.493184425841292,-46.389004146932756
1822,2088-10-0,-23.49474030346041,-46.390415317754616
1823,2088-10-0,-23.496125879843646,-46.39210335422799
1824,2088-10-0,-23.497207535316544,-46.39438088616282
1825,2088-10-0,-23.49752775167067,-46.39892360219263
1826,2088-10-0,-23.4959350270582,-46.4028975989848
1827,2088-10-0,-23.49479135602962,-46.40592063144916
1828,2088-10-0,-23.495007851825303,-46.409836997834155
1829,2088-10-0,-23.494775920015403,-46.41284466946125
1830,2088-10-0,-23.49404566222595,-46.41624446909625
1831,2088-10-0,-23.493970990998758,-46.41937515553843
1832,2088-10-0,-23.494146603118256,-46.42120834290059
1833,2088-10-0,-23.494446870445277,-46.42452808921483
1834,2088-10-0,-23.495323433814637,-46.429297975915055
1835,2088-10-0,-23.495212458804072,-46.43361411116902
1836,2088-10-0,-23.49506100917576,-46.43697893822364
1837,2088-10-0,-23.494090239648926,-46.43921707721588
1838,2088-10-0,-23.49333631200506,-46.44154184449645
1839,2088-10-0,-23.49283817757964,-46.443298068209224
1840,2088-10-0,-23.49185145316779,-46.44428919788537
1841,2088-10-0,-23.491361991195056,-46.44618384520005
1842,2088-10-0,-23.492955639766393,-46.44419558368534
1843,2088-10-0,-23.49602382374696,-46.442235661508974
1844,2088-10-0,-23.49881470402944,-46.44235865872309
1845,2088-10-0,-23.50142563441281,-46.44260974038565
1846,2088-10-0,-23.504325193630805,-46.4429304293199
1847,2088-10-0,-23.50748401402277,-46.44322959028182
1848,2088-10-0,-23.510115058574268,-46.443442468395205
1849,2088-10-0,-23.511927698717436,-46.443622385022344
1850,2088-10-0,-23.51340064533061,-46.443913238382855
1851,2088-10-0,-23.51358690504206,-46.4462694219655
1852,2088-10-0,-23.513812185775624,-46.44937521382694
1853,2088-10-0,-23.514363349898975,-46.452738599163965
1854,2088-10-0,-23.51526692903753,-46.45587963713258
1855,2088-10-0,-23.515284170750117,-46.45893946149862
1856,2088-10-0,-23.515320751442488,-46.4631585697663
1857,2088-10-0,-23.516051867244972,-46.46783087477277
1858,2088-10-0,-23.5185944139575,-46.469494163866564
1859,2088-10-0,-23.519216621077362,-46.47190395096844
1860,2088-10-0,-23.517032267252343,-46.47559442529731
1861,208V-10-0,-23.517195365179813,-46.476056963711954
1862,208V-10-0,-23.516515846799184,-46.47792181775088
1863,208V-10-0,-23.517495933260715,-46.48079328976538
1864,208V-10-0,-23.516063579122576,-46.484029071678975
1865,208V-10-0,-23.514699903529387,-46.48775599590768
1866,208V-10-0,-23.51484732175551,-46.49060272176964
1867,208V-10-0,-23.513998376154426,-46.49359506808591
1868,208V-10-0,-23.514508406375732,-46.49710084451141
1869,208V-10-0,-23.51521818827358,-46.499506025844845
1870,208V-10-0,-23.51383866423432,-46.500703592468334
1871,208V-10-0,-23.511778205223223,-46.50154236698439
1872,208V-10-0,-23.510439104617895,-46.503978542621304
1873,208V-10-0,-23.51033797742934,-46.50732186048803
1874,208V-10-0,-23.511548976242597,-46.510710240897694
1875,208V-10-0,-23.512256185059087,-46.513394630083226
1876,208V-10-0,-23.512789045339336,-46.51586061568436
1877,208V-10-0,-23.514303143632574,-46.51919563237437
1878,208V-10-0,-23.516851052212065,-46.522231882559396
1879,208V-10-0,-23.519903616571224,-46.52468189865052
1880,208V-10-0,-23.52200688080908,-46.52674217399154
1881,208V-10-0,-23.521736539290284,-46.52992898096166
1882,208V-10-0,-23.523108467407038,-46.53295364187467
1883,208V-10-0,-23.52287557008404,-46.53572814674589
1884,208V-10-0,-23.52214758241692,-46.53885388716566
1885,208V-10-0,-23.522855273005064,-46.54158358273647
1886,208V-10-0,-23.523213664878526,-46.544557426647145
1887,208V-10-0,-23.521309587264014,-46.54625341364904
1888,208V-10-0,-23.52019396093271,-46.54815972528271
1889,208V-10-0,-23.52188422434123,-46.54769873482758
1890,208V-10-0,-23.52459702088791,-46.550211269829155
1891,208V-10-0,-23.527392064418372,-46.55187672403157
1892,208V-10-0,-23.52975280752905,-46.554163084811904
1893,208V-10-0,-23.53085531039886,-46.5573137753934
1894,208V-10-0,-23.53226434030787,-46.56142382550305
1895,208V-10-0,-23.533749176894883,-46.565827981012966
1896,208V-10-0,-23.535616453746016,-46.57056181034652
1897,208V-10-0,-23.53513085700169,-46.576153590093945
1898,208V-10-0,-23.535212972835016,-46.58244729496986
1899,208V-10-0,-23.536370501207184,-46.587718793812144
1900,208V-10-0,-23.536902196874525,-46.59076967026137
1901,208V-10-0,-23.537267849954606,-46.59465776614672
1902,208V-10-0,-23.53811769060346,-46.59936433999337
1903,208V-10-0,-23.53855096385709,-46.603663244632536
1904,208V-10-0,-23.53895369375726,-46.606400638124214
1905,208V-10-0,-23.539484084403437,-46.609400654915646
1906,208V-10-0,-23.54100636664092,-46.61343827023716
1907,208V-10-0,-23.543163377286955,-46.618217641060454
1908,208V-10-0,-23.543219648467268,-46.62878512864759
1909,2100-10-0,-23.558809246827078,-46.52133331077672
1910,2100-10-0,-23.56108819367167,-46.52199698566888
1911,2100-10-0,-23.563219587945866,-46.52274488474218
1912,2100-10-0,-23.564935256577836,-46.52434480826508
1913,2100-10-0,-23.56659220528672,-46.52666964084178
1914,2100-10-0,-23.56942902518728,-46.52844460721673
1915,2100-10-0,-23.571287882776854,-46.53156187327619
1916,2100-10-0,-23.573014726559776,-46.53343213774519
1917,2100-10-0,-23.572053331735074,-46.535953115324965
1918,2100-10-0,-23.57099742593341,-46.538393263017
1919,2100-10-0,-23.56883378889888,-46.5404301749692
1920,2100-10-0,-23.56735896454484,-46.54186629961756
1921,2100-10-0,-23.566876053851434,-46.54400170111483
1922,2100-10-0,-23.56476742702722,-46.54602603240661
1923,2100-10-0,-23.563787310762663,-46.54896081442304
1924,2100-10-0,-23.562303876293818,-46.551122394900695
1925,2100-10-0,-23.563502603383707,-46.553332288074586
1926,2100-10-0,-23.562126100238572,-46.55599479230091
1927,2100-10-0,-23.56257589924129,-46.559517080949746
1928,2100-10-0,-23.56145351178072,-46.56322574705906
1929,2100-10-0,-23.56017215126271,-46.56623154184668
1930,2100-10-0,-23.55916658851309,-46.568443560724894
1931,2100-10-0,-23.55814685279959,-46.570705863282214
1932,2100-10-0,-23.556843988357812,-46.57358247148363
1933,2100-10-0,-23.555233384439912,-46.577181292485925
1934,2100-10-0,-23.55739987597379,-46.5791265493089
1935,2100-10-0,-23.557883818107264,-46.581672208209156
1936,2100-10-0,-23.558363349315186,-46.58415897233526
1937,2100-10-0,-23.558807150772576,-46.58628830550278
1938,2100-10-0,-23.55797443171516,-46.58927329015336
1939,2100-10-0,-23.554811191549664,-46.59277444419177
1940,2100-10-0,-23.554472176620656,-46.59419035777691
1941,2100-10-0,-23.556053741259966,-46.59499535412641
1942,2100-10-0,-23.555830730379203,-46.596777615023186
1943,2100-10-0,-23.55558978511174,-46.59957928952588
1944,2100-10-0,-23.55523740619206,-46.60301705109148
1945,2100-10-0,-23.554653794889212,-46.60608403555286
1946,2100-10-0,-23.552051703291294,-46.60612279513357
1947,2100-10-0,-23.550918488064877,-46.60817978332639
1948,2100-10-0,-23.5528152462499,-46.61231649844757
1949,2100-10-0,-23.552518591468466,-46.616351948346455
1950,2100-10-0,-23.552214243712903,-46.61949488806522
1951,2100-10-0,-23.5514283111529,-46.624808559345446
1952,2100-10-0,-23.54854099620037,-46.62887978009334
1953,2100-10-0,-23.54942039188469,-46.632394499456
1954,2127-10-0,-23.4802073994581,-46.569285545941206
1955,2127-10-0,-23.481855208347884,-46.57115788780964
1956,2127-10-0,-23.483527829558305,-46.570227786890406
1957,2127-10-0,-23.48529053904911,-46.569242904256214
1958,2127-10-0,-23.488233073615124,-46.568906597886105
1959,2127-10-0,-23.48922591582077,-46.57181085894278
1960,2127-10-0,-23.489754088627066,-46.574514333202956
1961,2127-10-0,-23.493053829800363,-46.57456785995898
1962,2127-10-0,-23.49592094242979,-46.57595502575146
1963,2127-10-0,-23.495082686383558,-46.579040736909455
1964,2127-10-0,-23.494958988842345,-46.581341272337255
1965,2127-10-0,-23.49476707073841,-46.58318545732615
1966,2127-10-0,-23.495251806554744,-46.584957174662364
1967,2127-10-0,-23.496572715300097,-46.586321982502774
1968,2127-10-0,-23.498415709062662,-46.588095745216485
1969,2127-10-0,-23.499364297118582,-46.590502296866816
1970,2127-10-0,-23.50038139726432,-46.59222927490851
1971,2127-10-0,-23.49961695845189,-46.59369788268129
1972,2127-10-0,-23.498407691261377,-46.595414491320014
1973,2127-10-0,-23.499378476377853,-46.59697811954313
1974,2127-10-0,-23.501490285691837,-46.59730719515482
1975,2127-10-0,-23.503371151795694,-46.59769737365861
1976,2127-10-0,-23.505480869529926,-46.59780520410751
1977,2127-10-0,-23.507898978488264,-46.59581310680941
1978,2127-10-0,-23.50787379743868,-46.59805375186598
1979,2127-10-0,-23.508981625384727,-46.60030222283507
1980,2127-10-0,-23.511894336078125,-46.60199811528545
1981,2127-10-0,-23.514011886923488,-46.603217775170705
1982,2127-10-0,-23.516199538552673,-46.60446139693932
1983,2127-10-0,-23.516035681713753,-46.60626821300197
1984,2127-10-0,-23.51658790525477,-46.60908438955482
1985,2127-10-0,-23.52334222212267,-46.61118735109661
1986,2127-10-0,-23.528502683365325,-46.61351360550486
1987,2127-10-0,-23.53023200056062,-46.615127789720724
1988,2127-10-0,-23.53149129323422,-46.61653434108995
1989,2127-10-0,-23.532482348708758,-46.61875622291174
1990,2127-10-0,-23.534348625191967,-46.61886385029516
1991,2127-10-0,-23.536015825307253,-46.61893888183862
1992,2127-10-0,-23.53876730558412,-46.619019786806284
1993,2127-10-0,-23.541194508099952,-46.6178214798142
1994,2127-10-0,-23.543493226097443,-46.619705401699704
1995,2127-10-0,-23.54318852683634,-46.627358495243726
1996,2127-10-0,-23.548218196916903,-46.62995044856523
1997,2127-10-0,-23.55248382006996,-46.627329132403794
1998,2127-10-0,-23.555914814965995,-46.62792465488548
1999,2127-10-0,-23.55692038405989,-46.62724724760513
2000,2127-10-0,-23.558313620472067,-46.626857754184556
2001,2127-10-0,-23.55803431637243,-46.62945588331959
2002,2127-10-0,-23.558191622590396,-46.63224992185769
2003,2127-10-0,-23.558324775578434,-46.634577977609204
2004,2127-10-0,-23.558283342846337,-46.63683258425606
2005,2127-10-0,-23.556503236144945,-46.63617066368054
2006,2127-10-0,-23.554522715756168,-46.63542102574186
2007,2127-10-0,-23.553551148437922,-46.63432466975427
2008,2127-10-0,-23.555463762170575,-46.634222174720435
2009,2182-10-0,-23.482067947824866,-46.571035447683194
2010,2182-10-0,-23.483527512243757,-46.570227960018705
2011,2182-10-0,-23.485290221152376,-46.56924307612707
2012,2182-10-0,-23.488232768942726,-46.56890639984901
2013,2182-10-0,-23.489225903502984,-46.57181047403128
2014,2182-10-0,-23.489753779387737,-46.574514522736884
2015,2182-10-0,-23.493053490062664,-46.57456797246238
2016,2182-10-0,-23.49527545304247,-46.575986863398995
2017,2182-10-0,-23.49710404323626,-46.575312004202736
2018,2182-10-0,-23.498324082079257,-46.57401515614497
2019,2182-10-0,-23.499804014595835,-46.57265750940057
2020,2182-10-0,-23.502105604815316,-46.572682925366394
2021,2182-10-0,-23.502528971781615,-46.57447800330856
2022,2182-10-0,-23.501749590160237,-46.57645755425139
2023,2182-10-0,-23.503528261661316,-46.57626883391407
2024,2182-10-0,-23.50507891637698,-46.57667728421399
2025,2182-10-0,-23.506478035056173,-46.5776491366448
2026,2182-10-0,-23.507996554989806,-46.578917456141326
2027,2182-10-0,-23.5092959963819,-46.58039218559948
2028,2182-10-0,-23.512398937666887,-46.5804612871245
2029,2182-10-0,-23.514393961762135,-46.581831266620036
2030,2182-10-0,-23.51317346553238,-46.584198251404054
2031,2182-10-0,-23.51381795488068,-46.58624202614019
2032,2182-10-0,-23.515217065647764,-46.58737473286626
2033,2182-10-0,-23.518342239935226,-46.5898162803193
2034,2182-10-0,-23.52174159756526,-46.59242964692793
2035,2182-10-0,-23.523799507300378,-46.59408725510763
2036,2182-10-0,-23.527468742154475,-46.59696139088166
2037,2182-10-0,-23.527673985210207,-46.6001793593748
2038,2182-10-0,-23.529422481710817,-46.602370507889994
2039,2182-10-0,-23.531307139983063,-46.602889928920256
2040,2182-10-0,-23.533157510264804,-46.60269415815097
2041,2182-10-0,-23.535505271350875,-46.60249190746562
2042,2182-10-0,-23.538417623064426,-46.60279054165779
2043,2182-10-0,-23.538844020599505,-46.60562314252394
2044,2182-10-0,-23.539331448107454,-46.60867579366783
2045,2182-10-0,-23.540670333902163,-46.612900149757
2046,2182-10-0,-23.54330030870358,-46.618760995417
2047,2182-10-0,-23.544827363029462,-46.62612493041344
2048,2182-10-0,-23.541083192311213,-46.62867521615041
2049,2182-10-0,-23.539430955234476,-46.632682923018855
2050,2182-10-0,-23.539461668674196,-46.63628830554607
2051,2182-10-0,-23.541781234963665,-46.63652227577522
2052,2182-10-0,-23.54289954612229,-46.63634778737362
2053,2182-10-0,-23.54234029904278,-46.63608394549613
2054,2182-10-0,-23.542148409982573,-46.63601700901793
2055,2182-10-0,-23.541075802437415,-46.635609046815055
2056,2182-10-0,-23.54248905189563,-46.63509167937607
2057,2203-10-0,-23.523312282484095,-46.48802064650922
2058,2203-10-0,-23.522295538776774,-46.48665161296889
2059,2203-10-0,-23.519882157058838,-46.48465410252872
2060,2203-10-0,-23.516488284520157,-46.48546088727807
2061,2203-10-0,-23.516574173716464,-46.4884568455557
2062,2203-10-0,-23.517866632991744,-46.48868713248171
2063,2203-10-0,-23.52022032770482,-46.488133255338994
2064,2203-10-0,-23.521986873520934,-46.49064101406696
2065,2203-10-0,-23.52306409358358,-46.492318106576995
2066,2203-10-0,-23.5234811637746,-46.493217766640804
2067,2203-10-0,-23.52280018468758,-46.493869772747956
2068,2203-10-0,-23.520200673692113,-46.49450157440328
2069,2203-10-0,-23.52150914621851,-46.49781787254904
2070,2203-10-0,-23.523748443239374,-46.49532885409921
2071,2203-10-0,-23.52614700263639,-46.495527539484506
2072,2203-10-0,-23.52867967261657,-46.497157685367114
2073,2203-10-0,-23.528410463597446,-46.499237923433306
2074,2203-10-0,-23.527368194988,-46.501323070886045
2075,2203-10-0,-23.526353539732195,-46.50363368008004
2076,2203-10-0,-23.52461317722641,-46.5062184387572
2077,2203-10-0,-23.524059771175708,-46.50912759694524
2078,2203-10-0,-23.523469798309435,-46.51227910082014
2079,2203-10-0,-23.522365951178497,-46.5151335036342
2080,2203-10-0,-23.52146380427969,-46.5164239957057
2081,2203-10-0,-23.522460572967734,-46.5181335054123
2082,2203-10-0,-23.523148612457152,-46.520509806493855
2083,2203-10-0,-23.52285659074775,-46.5231982469796
2084,2203-10-0,-23.524843956681845,-46.52440624863565
2085,2203-10-0,-23.526764056681895,-46.5251402605529
2086,2203-10-0,-23.5285170361782,-46.525831296993715
2087,2203-10-0,-23.530981644044026,-46.526160219162435
2088,2203-10-0,-23.53174670180171,-46.52871080476012
2089,2203-10-0,-23.531274000262734,-46.53236176150374
2090,2203-10-0,-23.530952135210786,-46.53484257214985
2091,2203-10-0,-23.53117888451328,-46.539114735817165
2092,2203-10-0,-23.527571395406728,-46.5403847588622
2093,2203-10-0,-23.525768648402575,-46.54065545467773
2094,2203-10-0,-23.52546439474888,-46.54167727856497
2095,2203-10-0,-23.524041227501602,-46.54219043339138
2096,2203-10-0,-23.5240854529439,-46.54343540126947
2097,2203-10-0,-23.525086343413914,-46.544422632578026
2098,2363-10-0,-23.49889678663415,-46.50187789164475
2099,2363-10-0,-23.4998393855199,-46.501253976974034
2100,2363-10-0,-23.501538770367844,-46.50137415945501
2101,2363-10-0,-23.502976089943186,-46.50150106082001
2102,2363-10-0,-23.503444261503162,-46.50344883802926
2103,2363-10-0,-23.50415490842742,-46.50514443525463
2104,2363-10-0,-23.50479097660066,-46.50695370436214
2105,2363-10-0,-23.504839290586887,-46.510227060075195
2106,2363-10-0,-23.504153735979642,-46.51469215958709
2107,2363-10-0,-23.505595084382527,-46.51783714538021
2108,2363-10-0,-23.505257871270086,-46.521070641364865
2109,2363-10-0,-23.506153724928225,-46.52271865636993
2110,2363-10-0,-23.506463502513498,-46.52433522242996
2111,2363-10-0,-23.50598752358757,-46.52652086207796
2112,2363-10-0,-23.506139564615136,-46.52880329822608
2113,2363-10-0,-23.50642001793966,-46.531689637409414
2114,2363-10-0,-23.50812448273588,-46.53462672776304
2115,2363-10-0,-23.508286365249297,-46.53722167690335
2116,2363-10-0,-23.50926776915388,-46.53911360819631
2117,2363-10-0,-23.510749056864178,-46.540615889477706
2118,2363-10-0,-23.51087291488288,-46.54263931468312
2119,2363-10-0,-23.511698287690507,-46.54459966757665
2120,2363-10-0,-23.5140705332718,-46.5458757812889
2121,2363-10-0,-23.51691190209182,-46.545993829201294
2122,2363-10-0,-23.518451527683077,-46.54636750447072
2123,2363-10-0,-23.519389887290494,-46.547861327910276
2124,2363-10-0,-23.521995293083364,-46.55036055933297
2125,2363-10-0,-23.524389328606837,-46.55002063782465
2126,2363-10-0,-23.526399729177033,-46.551655050531444
2127,2363-10-0,-23.52802361960663,-46.55183434925441
2128,2363-10-0,-23.529710929476497,-46.554029629965264
2129,2363-10-0,-23.530736755345682,-46.5569731782486
2130,2363-10-0,-23.532059221329604,-46.56080747115347
2131,2363-10-0,-23.533598659105113,-46.56533667469437
2132,2363-10-0,-23.53537930414704,-46.570046434080226
2133,2363-10-0,-23.535201644241415,-46.57563485920788
2134,2363-10-0,-23.535146533148396,-46.58196049317857
2135,2363-10-0,-23.53630723746762,-46.58740735891494
2136,2363-10-0,-23.536874805686104,-46.5905132415166
2137,2363-10-0,-23.537210960874,-46.594200380912326
2138,2363-10-0,-23.538094609307556,-46.59904321211082
2139,2363-10-0,-23.538496446899256,-46.60330459487332
2140,2363-10-0,-23.53884466665111,-46.60562766494077
2141,2363-10-0,-23.53933238759214,-46.60868025517318
2142,2363-10-0,-23.54067270004502,-46.612903938860924
2143,2363-10-0,-23.542959226536198,-46.61783353061434
2144,2363-10-0,-23.543549986622846,-46.629278859851034
2145,2435-10-0,-23.52913794919751,-46.47871703499644
2146,2435-10-0,-23.530683278303876,-46.47828153950226
2147,2435-10-0,-23.53218674247616,-46.47789188304385
2148,2435-10-0,-23.533500108658327,-46.478417806054814
2149,2435-10-0,-23.533428473499747,-46.481384116957905
2150,2435-10-0,-23.531845253063373,-46.48369914963596
2151,2435-10-0,-23.53183880874088,-46.48562395811593
2152,2435-10-0,-23.53323536217259,-46.487375664978785
2153,2435-10-0,-23.53324361321544,-46.49001790235061
2154,2435-10-0,-23.534166681397277,-46.492220322343606
2155,2435-10-0,-23.5329117093253,-46.49434171123875
2156,2435-10-0,-23.531004390615106,-46.49522686344088
2157,2435-10-0,-23.529586202839322,-46.497118336721215
2158,2435-10-0,-23.528411333841085,-46.49923645408276
2159,2435-10-0,-23.527368833326598,-46.501321467626816
2160,2435-10-0,-23.526354622725243,-46.50363238773504
2161,2435-10-0,-23.524613535874515,-46.50621673632186
2162,2435-10-0,-23.52406011069392,-46.50912588991179
2163,2435-10-0,-23.523470153434033,-46.5122773975352
