,route,ewt_mean,ewt_perc_25,ewt_perc_50,ewt_perc_75,rbt_geral,rbt_perc_25,rbt_perc_50,rbt_perc_75
171,6028-10-0,0.7180639925390325,0.7328497194862729,0.752310153494929,0.7570495343590385,0.5871549222205088,0.6933690088426497,0.8860988063431121,0.5623853873683817
172,6030-10-0,0.8405644194901496,0.8440266995571333,0.8639436466407089,0.8735186970244022,0.19249152560811153,0.22458606606071702,0.2611643391398065,0.32758356583903137
173,6031-10-0,1.2097723172761121,1.2031784759644641,1.208208043633664,1.2072723623971138,0.41385679780782364,0.35403679565011004,0.4535011491975174,0.6360181977413109
174,6034-10-0,0.7630772055805333,0.7602680708098146,0.7680131336004442,0.7790376185739205,0.2657946940962377,0.3238319393228071,0.4241297152878944,0.6259830408202618
175,6036-10-0,0.7202058037873529,0.7462320635846943,0.7915504473173596,0.8409497261451452,0.8728445504044617,1.041984498523563,1.5497726058538055,0.5033707082535818
176,6037-10-0,1.3214132082888672,1.2906598958990247,1.2991029666518743,1.2364358742453014,0.4496308645453657,0.5902042885769875,0.9150586184199795,0.33612262005586185
177,6041-10-0,0.7772605815373065,0.8203312684147716,0.8352977727303407,0.9136588895526557,0.9766526305131323,1.3212191016677184,1.9350765802942116,0.5824975181381885
178,6042-10-0,0.8056115728196921,0.8270868136600432,0.8385913983003098,0.8966687393880374,0.9357965540130813,1.1938004292307847,1.6843652955144914,1.2162748024594934
179,6043-10-0,1.104461036598106,1.1028760031727192,1.0977475218862602,1.113166319631221,0.5247089176437544,0.6035810009691696,0.769080620006176,0.6114804849767055
180,6046-10-0,1.1379803414512586,1.1100399678123756,1.1271176385261557,1.1799902422794657,0.9895635771133553,1.3852819816475026,1.9492421207960076,0.4818172417038331
181,6048-10-0,0.8007058141193261,0.8215684319632723,0.8412834715417883,0.8580497261541635,0.2530480234356949,0.3188487462701823,0.40817147448640967,0.46294794167041575
182,6052-10-0,1.0263686357010227,1.0354800638028587,1.0326807696900535,1.0180932752711191,0.17167956855589822,0.22034870150991334,0.28100789964432854,0.4088718142823777
183,6056-10-0,0.8803145534563831,0.8855731122461501,0.8758917136360369,0.8753922301008025,0.22672071651042347,0.2609466406776071,0.36801051618594655,0.41884053250726233
184,6058-10-0,0.8063083084136075,0.8011761601077507,0.7979148572058948,0.7983773097228339,0.204368137557449,0.22676668165751807,0.31452839193658383,0.47496889656619407
185,6063-10-0,0.9930692315077643,0.9891431899913773,0.9925909907712419,0.9922335694326521,0.22739005349809507,0.25522435594311843,0.32922656471253675,0.49261351099321143
186,6071-10-0,0.9573182109718872,0.9446551469911109,0.9401138555980438,0.9257274723390039,0.21390528863645084,0.25941140661317724,0.2275855761362319,0.2619524158831164
187,6074-10-0,1.0864010919281737,1.0787074170674427,1.0782995101046529,1.1045705404859205,0.20911826912523787,0.25853613718664603,0.36073811681605694,0.3767611892902912
188,6075-10-0,0.9085849996320844,0.9153922842131489,0.911392572882245,0.9084112719655715,0.39359634758010525,0.47800028106064185,0.688569191100952,0.8958605906935069
189,607G-10-0,0.6475760975060404,0.6575591406273307,0.6609471049991466,0.665442810602292,0.3276908170228301,0.33855465239102356,0.41610036194177324,0.6248032840824369
190,6092-10-0,0.920859280156725,0.909426670568897,0.9149365808495245,0.915170658596215,0.3002484067811564,0.35309100718145153,0.4522135472481065,0.5599196308219934
