trip,headway
546L41,3600.000000
546T10,337.894737
546T10,366.315789
561110,1228.421053
561110,1240.000000
561410,1260.000000
561410,1133.333333
563010,502.105263
563010,460.000000
563021,1500.000000
563021,1800.000000
563210,1190.526316
563210,1023.333333
563221,2700.000000
563251,2700.000000
565210,934.736842
565210,833.333333
565221,2700.000000
570110,673.333333
570110,680.000000
570121,1500.000000
570210,707.368421
570210,666.666667
570510,1373.684211
570510,1436.842105
573A10,641.052632
573H10,480.000000
573H10,480.000000
573T10,511.578947
573T10,500.000000
573T21,2400.000000
573T31,1092.631579
574A10,953.684211
574A10,903.333333
574C10,1168.421053
574J10,543.157895
574J10,543.157895
574R10,514.736842
574R10,486.666667
574W10,748.421053
574W10,906.315789
575210,530.526316
575210,476.666667
575710,505.263158
575710,552.631579
575751,600.000000
575751,576.666667
575910,887.368421
575910,830.000000
575931,833.684211
575931,793.333333
575A10,1165.263158
575A10,1023.333333
575C10,1736.842105
575C10,1626.315789
576C10,991.578947
576C10,982.105263
576J10,1348.421053
576J10,1183.333333
576M10,985.263158
576M10,866.666667
577T10,824.210526
577T10,746.666667
579110,1048.421053
579110,960.000000
600010,505.263158
600010,549.473684
600021,3600.000000
600021,3600.000000
600022,1800.000000
600023,3600.000000
600023,3600.000000
600024,3600.000000
600024,3600.000000
600110,963.157895
600110,960.000000
600210,1552.941176
600310,540.000000
600310,495.789474
600610,798.947368
600610,820.000000
600710,1111.578947
600710,1181.052632
600810,378.947368
600810,451.578947
600821,1800.000000
601010,555.789474
601010,563.333333
601210,941.052632
601210,893.333333
601231,1800.000000
601310,985.263158
601310,1067.368421
601321,3600.000000
601410,729.473684
601410,836.842105
601510,641.052632
601510,644.210526
601610,527.368421
601610,600.000000
601641,521.052632
601641,565.263158
601710,536.842105
601710,669.473684
601910,1066.666667
602210,1089.473684
602210,1050.000000
602510,726.315789
602510,683.333333
602610,1452.631579
602610,1642.105263
602631,1800.000000
602710,685.263158
602710,663.333333
602810,581.052632
602810,633.333333
602831,2400.000000
603010,549.473684
603010,483.333333
603021,1400.000000
603110,420.000000
603110,524.210526
603410,524.210526
603410,669.473684
603510,612.631579
603510,720.000000
603521,877.894737
603521,910.000000
603610,590.526316
603610,795.789474
603710,764.210526
603710,740.000000
603810,360.000000
603810,438.947368
603910,363.157895
603910,410.526316
604010,2290.909091
604110,385.263158
604110,341.052632
604121,1912.500000
604210,493.333333
604210,530.000000
604221,1800.000000
604221,1900.000000
604310,637.894737
604310,606.666667
604410,426.315789
604410,552.631579
604510,382.105263
604510,376.666667
604521,1628.571429
604610,660.000000
604610,766.666667
604710,498.947368
604710,546.666667
604810,596.842105
604810,546.666667
604910,1023.157895
604910,1146.315789
605010,1263.157895
605010,1263.157895
605110,852.631579
605110,934.736842
605131,1452.631579
605131,1263.157895
605210,492.631579
605210,552.631579
605231,1705.263158
605231,1566.666667
605310,1421.052632
605310,1515.789474
605510,533.684211
605610,318.947368
605610,372.631579
605641,1800.000000
605710,457.894737
605710,493.333333
605741,675.000000
605810,656.842105
605810,688.421053
605910,893.684211
605910,810.000000
606110,830.526316
606110,960.000000
606210,631.578947
606210,701.052632
606251,454.736842
606251,489.473684
606310,334.736842
606310,397.894737
606321,900.000000
606321,912.631579
606341,644.210526
606341,720.000000
606342,1373.684211
606342,1531.578947
606910,631.578947
606910,675.789474
607110,827.368421
607110,823.333333
607122,1800.000000
607210,451.578947
607210,454.736842
607221,1800.000000
607222,2400.000000
607223,1800.000000
607310,802.105263
607310,796.666667
607321,1800.000000
607410,615.789474
607410,656.842105
607510,609.473684
607510,637.894737
607521,997.894737
607521,1067.368421
607541,1800.000000
607610,637.894737
607610,713.333333
607641,2842.105263
607641,2800.000000
607810,416.842105
607810,426.315789
607A10,697.894737
607A10,676.666667
607A21,1200.000000
607A21,2100.000000
607C10,540.000000
607C10,510.000000
607G10,1240.000000
607M10,868.421053
607M10,988.421053
608010,678.947368
608010,616.666667
608310,540.000000
608310,694.736842
608410,644.210526
608410,653.684211
608421,1800.000000
609110,618.947368
609110,615.789474
609121,2700.000000
609151,3000.000000
609210,1278.947368
609210,1326.315789
609310,606.315789
609310,682.105263
609910,1263.157895
609910,1133.333333
609F10,773.684211
609F10,740.000000
609F21,1425.000000
609F21,1900.000000
609J10,1058.823529
611010,647.368421
611010,633.333333
611510,445.263158
611510,511.578947
611541,2400.000000
611541,1800.000000
611610,600.000000
611610,732.631579
611810,742.105263
611810,723.333333
612010,562.105263
612010,596.842105
620010,461.052632
620010,565.263158
623210,1966.666667
623210,1933.333333
625010,1626.315789
625010,1600.000000
625810,464.210526
625810,526.666667
625831,1733.333333
625831,1833.333333
626210,1023.157895
626210,893.333333
626221,3500.000000
627J10,890.526316
629110,1177.894737
629110,1000.000000
631210,3600.000000
631210,3600.000000
633810,1335.789474
633810,1266.666667
635810,1152.631579
635810,1040.000000
635841,1200.000000
636610,1215.789474
636610,1063.333333
637A10,448.421053
637A10,540.000000
637A21,1350.000000
637A22,1575.000000
637A25,1350.000000
637A26,1900.000000
637G10,934.736842
637G10,936.666667
637G51,1260.000000
637G51,1600.000000
637J10,1370.526316
637J10,1283.333333
637P10,641.052632
637P10,576.666667
637R10,590.526316
637R10,726.315789
637V10,1117.894737
637V10,1040.000000
640010,1009.411765
640010,1180.000000
640110,1452.631579
640110,1200.000000
640310,900.000000
640310,826.666667
641210,1057.894737
641221,2400.000000
641410,884.210526
641410,770.000000
641810,1386.315789
641831,3600.000000
642210,1076.842105
642210,966.666667
645010,464.210526
645010,521.052632
645021,1800.000000
645051,3600.000000
645110,555.789474
645110,480.000000
645121,1800.000000
645510,701.052632
645510,798.947368
645521,2000.000000
647510,1080.000000
647510,986.666667
647A10,1070.526316
647A10,1053.333333
647C10,1285.263158
647C10,1100.000000
647P10,1029.473684
647P10,956.666667
648P10,1080.000000
648P10,990.000000
648P21,2400.000000
650010,615.789474
650010,603.157895
650510,574.736842
650510,720.000000
669A10,596.842105
669A10,710.526316
672610,404.210526
672610,511.578947
675A10,934.736842
675A10,1042.105263
675G10,909.473684
675G10,900.000000
675G22,3600.000000
675G41,1950.000000
675G41,2100.000000
675I10,688.421053
675I10,824.210526
675K10,429.473684
675K10,436.666667
675K21,1350.000000
675K23,840.000000
675L10,720.000000
675L10,666.666667
675M10,1443.157895
675M10,1383.333333
675N10,1537.894737
675N10,1416.666667
675P10,1222.105263
675P10,1173.333333
675R10,1348.421053
675R10,1250.000000
675V10,852.631579
675V10,922.105263
675V21,2400.000000
675X10,495.789474
675X10,496.666667
675Z10,701.052632
675Z10,726.666667
677A10,789.473684
677A10,793.333333
677A23,1380.000000
677V10,978.947368
677Y10,637.894737
677Y10,802.105263
680110,669.473684
680110,685.263158
680151,1928.571429
680151,2240.000000
680310,852.631579
680310,852.631579
680410,757.894737
680410,776.842105
680510,1001.052632
680510,1032.631579
680531,1383.333333
680531,1433.333333
680610,925.263158
680610,944.210526
681210,776.842105
681210,843.157895
681310,1086.315789
681310,1080.000000
681510,1007.368421
681510,988.421053
681610,1310.526316
681610,1326.315789
681631,1416.666667
681631,1383.333333
681710,1086.315789
681710,1102.105263
681810,865.263158
681810,887.368421
682010,726.315789
682010,729.473684
682031,735.789474
682031,742.105263
682110,745.263158
682110,770.526316
682210,732.631579
682210,729.473684
682310,1247.368421
682310,1326.315789
682410,988.421053
682410,985.263158
682510,761.052632
682510,748.421053
682610,944.210526
682610,972.631579
683510,1117.894737
683510,1162.105263
683531,1076.842105
683531,1165.263158
683610,941.052632
683610,950.526316
683710,694.736842
683710,757.894737
684010,410.526316
684010,393.333333
691310,416.842105
691310,366.666667
691321,1140.000000
695D10,1326.315789
695D10,1466.666667
695H10,963.157895
695H10,903.333333
695T10,454.736842
695T10,426.666667
695V10,1064.210526
695V10,1140.000000
695X10,483.157895
695X10,656.842105
695X22,1414.285714
695Y10,650.526316
695Y10,753.333333
695Y22,3600.000000
695Y41,3600.000000
696010,467.368421
696010,480.000000
696021,1800.000000
696P10,3600.000000
697010,476.842105
697010,502.105263
6L0110,1357.894737
6L0110,1316.666667
6L0122,1800.000000
6L0123,3600.000000
6L0210,3600.000000
6L0210,3600.000000
6L0310,3200.000000
6L0310,3300.000000
6L0410,1687.500000
6L0410,1640.000000
6L0441,2250.000000
6L0441,2520.000000
6L0442,2250.000000
6L0442,2250.000000
6L0510,1089.473684
6L0510,1136.842105
6L0521,3600.000000
6L0710,1894.736842
6L0710,1894.736842
6L0810,1515.789474
6L0810,1515.789474
6L1010,2557.894737
6L1010,2500.000000
6L1041,2463.157895
6L1041,2400.000000
6L1110,1800.000000
6L1110,1800.000000
700110,397.894737
700110,435.789474
700210,735.789474
700410,483.157895
700410,669.473684
700510,641.052632
700551,631.578947
700551,729.473684
700610,435.789474
700641,344.210526
700651,442.105263
700651,495.789474
700910,622.105263
701110,637.894737
701121,1938.461538
701131,906.315789
701210,862.105263
701210,1061.052632
701310,1061.052632
701310,916.666667
701610,581.052632
701610,584.210526
701621,1464.000000
701A10,906.315789
701A10,900.000000
701U10,966.315789
701U10,970.000000
702110,1095.789474
702110,1046.666667
702210,748.421053
702210,680.000000
702310,565.263158
702310,581.052632
702C10,975.789474
702C10,846.666667
702U10,830.526316
702U10,960.000000
