trip,headway
704010,530.526316
704010,473.333333
704021,2400.000000
704910,593.684211
704910,593.333333
705010,840.000000
705010,893.684211
705110,720.000000
705110,606.315789
705210,505.263158
705210,577.894737
705310,303.157895
705310,322.105263
705321,445.263158
705321,483.157895
705322,950.000000
705322,996.666667
705410,565.263158
705410,637.894737
705510,606.315789
705510,726.315789
705710,707.368421
705710,852.631579
705810,751.578947
705810,821.052632
705910,1057.894737
705910,1177.894737
706010,1143.157895
706010,1136.842105
706210,508.421053
706210,615.789474
706231,900.000000
706231,931.764706
706241,1800.000000
706310,378.947368
706310,461.052632
707A10,660.000000
707A10,756.666667
707A23,1240.000000
709G10,1364.210526
709G10,1333.333333
709P10,855.789474
709P10,806.666667
714C10,2226.315789
714C10,2066.666667
715M10,1143.157895
715M10,990.000000
715M21,3000.000000
718110,1373.333333
718110,1190.000000
719P10,1160.000000
719P10,1173.333333
719R10,1386.315789
719R10,1250.000000
724510,1386.315789
724510,1250.000000
726710,676.666667
727210,1067.368421
728110,1000.000000
728210,1610.526316
736G10,827.368421
736G10,750.000000
736I10,404.210526
736I10,461.052632
736I21,1328.571429
736I31,2400.000000
737A10,555.789474
737A10,565.263158
741110,1140.000000
745810,1010.526316
745810,910.000000
745M10,568.421053
745M10,584.210526
745M21,1687.500000
745M21,1612.500000
746C10,429.473684
746C10,476.842105
746F10,1310.526316
746H10,574.736842
746H10,584.210526
746K10,821.052632
746P10,609.473684
746P10,566.666667
746R10,660.000000
746V10,909.473684
746V21,1410.000000
748A10,1531.578947
748A10,1400.000000
748A41,2600.000000
748A41,2700.000000
748R10,840.000000
748R10,733.333333
754510,678.947368
754510,556.666667
754521,2250.000000
754521,2400.000000
755010,1301.052632
755010,1100.000000
756A10,1212.631579
756A10,1260.000000
756A21,1620.000000
756A22,2250.000000
760010,1433.684211
760010,1320.000000
771010,1601.250000
771010,1556.250000
771P10,1815.789474
772510,1700.000000
772510,1733.333333
775A10,1980.000000
775F10,622.105263
775N10,1411.578947
775N10,1316.666667
775P10,1721.052632
775P10,1700.000000
775V10,1269.473684
778J10,1831.578947
778J10,1733.333333
778J41,1402.105263
778J41,1323.333333
778R10,982.105263
778R10,853.333333
778R21,1900.000000
790310,1212.631579
800010,318.947368
800010,461.052632
800110,1689.473684
800110,1466.666667
800210,1831.578947
800210,1700.000000
800310,1124.210526
800310,1114.736842
800410,944.210526
800410,903.333333
800610,827.368421
800610,887.368421
800710,1102.105263
800710,1190.526316
800810,745.263158
800810,887.368421
800910,1957.894737
800910,1957.894737
800931,1578.947368
800931,1600.000000
801010,587.368421
801010,553.333333
801210,514.736842
801310,435.789474
801321,1640.000000
801322,880.000000
801341,1705.263158
801341,1633.333333
801410,922.105263
801510,877.894737
801510,880.000000
801521,2700.000000
801521,3085.714286
801610,647.368421
801610,761.052632
801710,2273.684211
801710,2273.684211
801810,1405.263158
801910,1054.736842
801910,1168.421053
802010,1916.666667
802010,1833.333333
802110,1533.333333
802210,521.052632
802310,2433.333333
802510,1070.526316
802610,1452.631579
802710,1500.000000
802C10,3600.000000
802C10,3600.000000
803810,574.736842
804010,776.842105
804010,814.736842
804310,2200.000000
804310,2166.666667
804710,858.947368
804710,810.000000
804731,2700.000000
804731,3000.000000
804741,2589.473684
804741,2541.176471
804751,2700.000000
804751,2700.000000
805010,1038.947368
805010,956.666667
805021,1500.000000
805031,1642.105263
805031,1683.333333
805032,3600.000000
805510,814.736842
805510,726.666667
805551,1332.631579
805551,1316.666667
805L10,813.333333
806010,1133.684211
806010,1056.666667
806210,1733.333333
806510,2652.631579
806510,2600.000000
807210,596.842105
807310,997.894737
807510,890.526316
807510,928.421053
807710,1500.000000
807710,1633.333333
807810,1046.666667
807A10,808.421053
807A10,988.421053
807J10,1115.294118
807J10,1122.352941
807M10,590.526316
807M10,543.333333
807P10,878.823529
809A10,1067.368421
809A10,1023.333333
809D10,1237.894737
809D10,1183.333333
809H10,1275.789474
809H10,1223.333333
809J10,1310.526316
809L10,817.894737
809L10,580.000000
809N10,1870.588235
809N10,1933.333333
809P10,457.894737
809P10,486.315789
809R10,1273.333333
809T10,1894.736842
809T10,1900.000000
809U10,1093.333333
809U10,1000.000000
809U21,707.368421
809U21,633.333333
809V10,963.157895
810010,858.947368
810010,693.333333
817C10,676.666667
819410,865.263158
819410,922.105263
819910,453.333333
819910,606.666667
819A10,426.315789
819A10,393.333333
819R10,694.736842
819R10,653.333333
820010,1373.684211
820010,1223.333333
821410,1531.578947
821410,1466.666667
821510,1130.526316
821510,1106.666667
825210,3100.000000
830010,893.684211
830010,849.473684
831910,808.421053
831921,3600.000000
840010,432.631579
840010,603.157895
846M10,2336.842105
846M10,2266.666667
847J10,1632.631579
847J10,1550.000000
847J41,3600.000000
847J41,3600.000000
847P10,571.578947
847P10,500.000000
847P41,2717.647059
847P41,2647.058824
847P42,2152.941176
847P42,2082.352941
848L10,1092.631579
848L10,1073.333333
850010,596.842105
850010,433.333333
852810,773.684211
852810,893.684211
853810,2100.000000
853810,2166.666667
854210,1061.052632
854210,1033.333333
854410,2210.526316
854410,1900.000000
854510,1143.157895
854510,1103.333333
854810,1389.473684
854810,1350.000000
854910,906.315789
854910,1016.842105
856R10,726.315789
856R10,770.526316
856R21,2000.000000
857A10,991.578947
857A10,1102.105263
857C10,947.368421
857C10,896.666667
857P10,628.421053
857P10,590.000000
857P21,1800.000000
857R10,890.526316
857R10,790.000000
857R41,1040.000000
859410,685.263158
859410,746.666667
859421,2700.000000
859441,2200.000000
860010,827.368421
860010,753.333333
860021,3600.000000
860022,1040.000000
860510,666.315789
860510,682.105263
861010,972.631579
861010,930.000000
861510,685.263158
861510,761.052632
862210,678.947368
862210,640.000000
862231,3240.000000
862242,3600.000000
862242,3600.000000
867710,1427.368421
867710,1383.333333
867731,1553.684211
867731,1516.666667
868610,1231.578947
868610,1223.333333
869610,2336.842105
869610,2266.666667
869641,2210.526316
869641,2266.666667
870010,366.315789
870010,505.263158
870021,1900.000000
870022,2700.000000
870023,2400.000000
870023,2040.000000
870510,729.473684
870510,653.333333
870710,1070.000000
870710,988.235294
874C10,1168.421053
874T10,1054.736842
874T10,1030.000000
875A10,1133.684211
875A10,970.000000
875C10,562.105263
875C10,423.333333
875C22,900.000000
875H10,606.666667
875H10,743.333333
875M10,1436.842105
875M10,1332.631579
875P10,983.333333
875P10,980.000000
877T10,1440.000000
877T10,1252.941176
888P10,1064.210526
888P10,890.000000
900210,473.684211
900210,464.210526
900410,378.947368
900410,394.736842
900510,382.105263
900510,426.315789
900541,1200.000000
900541,1200.000000
900542,2700.000000
900542,2700.000000
900610,647.368421
900610,682.105263
900810,461.052632
900810,530.526316
900821,3600.000000
900841,2250.000000
900910,394.736842
900910,435.789474
901110,527.368421
901110,513.333333
901121,1095.789474
901210,1721.052632
901210,1600.000000
901410,903.157895
901410,1004.210526
901442,2400.000000
901510,622.105263
901510,641.052632
901810,675.789474
901810,761.052632
901910,543.157895
901910,669.473684
902010,609.473684
902010,618.947368
902210,2210.526316
902210,2066.666667
902310,457.894737
902310,426.666667
903110,1253.333333
903110,1002.352941
903210,568.421053
903210,710.526316
903221,1350.000000
903410,337.894737
903410,464.210526
904710,486.315789
904710,426.666667
905010,1237.894737
905110,786.666667
907010,2936.842105
907010,2900.000000
908T10,603.333333
909010,795.789474
909010,906.315789
909T10,1090.000000
909T10,1083.333333
916210,1578.947368
916610,840.000000
917H10,514.736842
917H10,456.666667
917M10,956.842105
917M10,970.000000
917M31,1500.000000
917M31,1500.000000
918110,363.157895
918110,330.000000
918610,344.210526
918610,391.578947
918810,498.947368
918810,446.666667
918842,2228.571429
918842,2228.571429
919110,363.157895
919110,333.333333
919121,900.000000
930010,916.666667
930010,846.666667
930110,754.736842
930110,586.666667
930P10,565.263158
930P10,609.473684
935410,789.473684
935410,703.333333
938C10,1111.578947
938C10,1090.000000
938L10,625.263158
938L10,729.473684
938P10,625.263158
938P10,580.000000
938P21,1800.000000
938V10,378.947368
938V10,442.105263
948A10,1300.000000
948A10,1433.333333
950010,590.526316
950010,641.052632
950110,492.631579
950110,446.666667
950121,1400.000000
957T10,1436.842105
957T10,1206.666667
958P10,1601.052632
958P10,1483.333333
965310,663.157895
965310,830.526316
967A10,1206.315789
967A10,1130.000000
970110,1181.052632
970110,1130.000000
971710,1007.368421
971710,980.000000
971A10,896.842105
971A10,776.666667
971C10,748.421053
971C10,686.666667
971D10,789.473684
971D10,863.333333
971M10,694.736842
971M10,676.666667
971R10,445.263158
971R10,587.368421
971R21,1500.000000
971R42,2033.333333
971R42,2047.058824
971R51,2700.000000
971T10,644.210526
971T10,560.000000
971V10,1001.052632
971V10,970.000000
971X10,382.105263
971X10,375.789474
975A10,1127.368421
975A10,1086.666667
978410,527.368421
978410,672.631579
978510,527.368421
978510,666.315789
978551,2700.000000
978910,457.894737
978910,400.000000
978A10,581.052632
978A10,510.000000
978J10,1117.894737
978J10,1100.000000
978L10,817.894737
978L10,806.666667
978T10,249.473684
978T10,331.578947
CPTML0,0900.000000
CPTML0,1900.000000
CPTML0,0900.000000
CPTML0,1900.000000
CPTML0,0420.000000
CPTML0,1420.000000
CPTML1,0900.000000
CPTML1,1900.000000
CPTML1,0900.000000
CPTML1,1900.000000
CPTML1,0900.000000
CPTML1,1900.000000
METRÔL,0148.421053
METRÔL,1148.421053
METRÔL,0151.578947
METRÔL,1151.578947
METRÔL,0227.368421
METRÔL,1227.368421
METRÔL,0205.263158
METRÔL,1205.263158
METRÔL,0457.894737
METRÔL,1457.894737
N10111,3600.000000
N10111,3600.000000
N10211,3600.000000
N10211,3600.000000
N10311,3600.000000
N10311,3600.000000
N10411,3600.000000
N10411,3600.000000
N10511,3600.000000
N10511,3600.000000
N10611,3600.000000
N10611,3600.000000
N13111,3600.000000
N13211,3600.000000
N13311,3600.000000
N13411,3600.000000
N13511,3600.000000
N13611,3600.000000
N13711,3600.000000
N13811,3600.000000
N13911,3600.000000
N14011,3600.000000
N14111,3600.000000
N14211,3600.000000
N14311,3600.000000
N20111,3600.000000
N20111,3600.000000
N20211,3600.000000
N20211,3600.000000
N20311,3600.000000
N20311,3600.000000
N20411,3600.000000
N20411,3600.000000
N20511,3600.000000
N20511,3600.000000
N20611,3600.000000
N20611,3600.000000
N20711,3600.000000
N20711,3600.000000
N20811,3600.000000
N20811,3600.000000
N20911,3600.000000
N20911,3600.000000
N23111,3600.000000
N23211,3600.000000
N23311,3600.000000
N23411,3600.000000
N23511,3600.000000
N23611,3600.000000
N23711,3600.000000
N23811,3600.000000
N23911,3600.000000
N24011,3600.000000
N24111,3600.000000
N24211,3600.000000
N24311,3600.000000
N24411,3600.000000
N24511,3600.000000
N30111,3600.000000
N30111,3600.000000
N30211,3600.000000
N30211,3600.000000
N30311,3600.000000
N30311,3600.000000
N30411,3600.000000
N30411,3600.000000
N30511,3600.000000
N30511,3600.000000
N30611,3600.000000
N30611,3600.000000
N30711,3600.000000
N30711,3600.000000
N30811,3600.000000
N30811,3600.000000
N33111,3600.000000
N33211,3600.000000
N33311,3600.000000
N33411,3600.000000
N33511,3600.000000
N33611,3600.000000
N33711,3600.000000
N33811,3600.000000
N33911,3600.000000
N34011,3600.000000
N34111,3600.000000
N34211,3600.000000
N34311,3600.000000
N34411,3600.000000
N40111,3600.000000
N40111,3600.000000
N40211,3600.000000
N40211,3600.000000
N40311,3600.000000
N40311,3600.000000
N40411,3600.000000
N40411,3600.000000
N40511,3600.000000
N40511,3600.000000
N40611,3600.000000
N40611,3600.000000
N40711,3600.000000
N40711,3600.000000
N43111,3600.000000
N43211,3600.000000
N43311,3600.000000
N43311,3600.000000
N43411,3600.000000
N43511,3600.000000
N43611,3600.000000
N43711,3600.000000
N43811,3600.000000
N43911,3600.000000
N44011,3600.000000
N44111,3600.000000
N50111,3600.000000
N50111,3600.000000
N50211,3600.000000
N50211,3600.000000
N50311,3600.000000
N50311,3600.000000
N50411,3600.000000
N50411,3600.000000
N50511,3600.000000
N50511,3600.000000
N50611,3600.000000
N50611,3600.000000
N50711,3600.000000
N50711,3600.000000
N50811,3600.000000
N50811,3600.000000
N53111,3600.000000
N53211,3600.000000
N53311,3600.000000
N53411,3600.000000
N53511,3600.000000
N53611,3600.000000
N53711,3600.000000
N53811,3600.000000
N53911,3600.000000
N60111,3600.000000
N60111,3600.000000
N60211,3600.000000
N60211,3600.000000
N60311,3600.000000
N60311,3600.000000
N60411,3600.000000
N60411,3600.000000
N63111,3600.000000
N63111,3600.000000
N63211,3600.000000
N63211,3600.000000
N63311,3600.000000
N63411,3600.000000
N63511,3600.000000
N63611,3600.000000
N63711,3600.000000
N63811,3600.000000
N63911,3600.000000
N64011,3600.000000
N70111,3600.000000
N70111,3600.000000
N70211,3600.000000
N70211,3600.000000
N70311,3600.000000
N70311,3600.000000
N70411,3600.000000
N70411,3600.000000
N70511,3600.000000
N70511,3600.000000
N70611,3600.000000
N70611,3600.000000
N73111,3600.000000
N73111,3600.000000
N73211,3600.000000
N73311,3600.000000
N73411,3600.000000
N73511,3600.000000
N73611,3600.000000
N73711,3600.000000
N73811,3600.000000
N73911,3600.000000
N74011,3600.000000
N74111,3600.000000
N74211,3600.000000
N74211,3600.000000
N74311,3600.000000
N74411,3600.000000
N74511,3600.000000
N74511,3600.000000
N74611,3600.000000
N80111,3600.000000
N80111,3600.000000
N80211,3600.000000
N80211,3600.000000
N83111,3600.000000
N83211,3600.000000
N83311,3600.000000
N83411,3600.000000
N83511,3600.000000
N83611,3600.000000
N83711,3600.000000
N83811,3600.000000
N83911,3600.000000
N84011,3600.000000
N84111,3600.000000
N84211,3600.000000
N84311,3600.000000
