,Unnamed: 0,linhas,date,mean_geral,median_geral,std_geral,perc95_geral,cv_geral,trips_geral,ltt_mean,rbt_mean,ltt_median,rbt_median,ltt_cv,ltt_std,route_category,origin_sector,destination_sector,direction,planned_headway,passenger_two_dir,passenger_one_way,bus_stops_one_dir,planned_tt,length_round_trip,bus_lane,demand,frequency,capacity_per_trip,conforto_pass_m2,temp_max,temp_med,temp_min,umid_med,umid_min,chuva_mm,stops_km,dist_stops_to_stops,confort_index_geral,ipk,ewt_mean,ewt_median,customer_w_appointment,customer_appointment,slowness
10,10,172P_10_0,2017-03-16,550.6846846846847,491.00000000000006,386.3526970040572,1016.0,0.7015860577732936,111,5273.054659322367,1452.0853721590474,5405.253339402158,1419.5902268053887,0.22762469679483324,1205.672000665775,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,30.2,24.6,19.6,63.8,36,0.0,3.7142857142857135,0.2692307692307692,1.7986895986895988,4.710853710853711,410.8721751429205,366.34074563138944,7235.715741350467,7840.843566207547,74.05185185185186
11,11,172P_10_0,2017-03-17,556.2592592592592,514.8054999999998,215.86630529009318,927.2092,0.3880677969793273,108,5124.934753795476,806.1123632920481,5294.477354785688,688.4251977763361,0.19407323568465545,999.2495843844027,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.6,23.4,21.7,71.8,42,0.0,3.7142857142857135,0.2692307692307692,1.8486531986531989,4.841710758377425,320.01501039762627,296.1667328551761,6302.917562959649,6910.111752562024,82.06296296296296
12,12,172P_10_0,2017-03-20,517.6600086206897,482.095,266.2739506774929,1041.1075000000003,0.5143799911972774,116,4862.995265959021,726.7188365987233,5021.447834056112,997.0095540269176,0.22443558465196206,1096.2057038382106,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,24.9,19.5,17.6,70.6,45,0.2,3.7142857142857135,0.2692307692307692,1.7211598746081505,4.5077996715927755,327.3130005131214,304.82548072975965,6345.770388596151,7059.5648880830295,44.685185185185176
13,13,172P_10_0,2017-03-21,531.0679122807016,497.50000000000006,282.31716506241213,1121.3596999999997,0.5316027546269644,114,4985.168126540229,832.6561467644573,5170.5700839710435,1092.5669029660546,0.25755913348053194,1289.6443768607814,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.5,19.3,15.5,70.5,46,0.0,3.7142857142857135,0.2692307692307692,1.7513556618819777,4.586883876357561,340.5742474531777,319.0471203208354,6603.7112343902745,7384.496686937096,48.16296296296296
14,14,172P_10_0,2017-03-22,553.5645636363636,490.2235,351.6466917824636,1115.72005,0.6352406112712451,110,5006.970590468307,957.4077273479567,5196.048408279051,1092.1672511336428,0.26473620914088264,1331.5379018982514,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,27.1,20.7,16.5,67.1,37,0.0,3.7142857142857135,0.2692307692307692,1.8150413223140496,4.7536796536796535,388.47241153788354,344.02184992939766,6676.688070950578,7403.935709412693,54.918518518518525
15,15,172P_10_0,2017-03-23,557.4697631578947,469.00000000000006,369.41317843613615,1291.099999999999,0.6626604756884465,114,4986.991373944329,700.3955599473308,5114.996314615612,833.5459283063265,0.21856537424900613,1094.972145545353,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,27.4,20.7,16.6,67.8,40,0.0,3.7142857142857135,0.2692307692307692,1.7513556618819777,4.586883876357561,401.13263785298284,337.4733834662952,6349.674880774923,7239.642242921938,68.64814814814815
16,16,172P_10_0,2017-03-24,579.3365384615385,499.50000000000006,302.8996366870776,1156.4499999999996,0.5228388278278545,104,5126.282541477948,720.7504651482723,5234.803863695147,891.8018412435895,0.1666906327047491,858.7230752108388,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.2,21.9,17.5,68.3,34,0.0,3.7142857142857135,0.2692307692307692,1.9197552447552448,5.027930402930403,368.85211472824653,318.02176986113017,6495.457819666983,7283.055704938736,67.39259259259259
17,17,172P_10_0,2017-03-27,497.58620689655197,471.403,277.58421394350773,1002.6345,0.55786155262382,116,4818.608036791839,746.8077281972478,4992.454778111208,1013.4167079166783,0.2171753260604269,1051.1030270000208,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,24.7,20.3,17.8,70.5,50,0.0,3.7142857142857135,0.2692307692307692,1.7211598746081505,4.5077996715927755,326.2198837354698,309.0540487681218,6332.091369763356,7008.505986027886,45.01481481481481
18,18,172P_10_0,2017-03-28,539.870221238938,487.00000000000006,311.9815204214465,1200.2732,0.5778824394231005,113,4924.124695023931,701.094945914536,5109.383971904124,865.5440582202035,0.21047258461736348,1041.2704231914092,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,26.2,20.7,18.4,67.8,43,0.0,3.7142857142857135,0.2692307692307692,1.7668543845534996,4.627475769068689,360.0794316575057,324.81636570874,6335.007461781834,7175.201230124328,56.274074074074086
19,19,172P_10_0,2017-03-29,530.8684210526316,468.735,338.7983680084946,1203.3499999999995,0.6381964994955037,114,5070.403713199157,753.4669979912422,5283.436099920585,741.4865366442838,0.18672225092924508,951.090201958068,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.0,19.9,16.9,66.3,40,0.0,3.7142857142857135,0.2692307692307692,1.7513556618819777,4.586883876357561,373.5441767752211,329.82415746928393,6398.466813340089,7228.272636564868,48.803703703703704
20,20,172P_10_0,2017-03-30,520.4690265486724,487.49,310.7963983236528,1093.898199999997,0.597146770451648,113,5036.597453844146,779.0771702708548,5269.603973869484,818.0616015065652,0.2412747741811345,1220.81689428713,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.4,19.5,16.6,67.0,42,0.0,3.7142857142857135,0.2692307692307692,1.7668543845534996,4.627475769068689,353.0300460378228,330.6606317847508,6440.695621413874,7181.5637753760475,70.72962962962963
21,21,172P_10_0,2017-03-31,572.5855855855856,490.00000000000006,385.52390466566806,1416.0,0.6733035451309713,111,5032.733405040848,643.0285846575713,5117.191985857168,781.0704758700405,0.15755249992447634,796.651136989505,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,23.5,18.7,16.0,65.8,45,0.0,3.7142857142857135,0.2692307692307692,1.7986895986895988,4.710853710853711,416.08009866485725,356.0677276520539,6314.342560392065,7314.2624617272095,64.30740740740741
22,22,172P_10_0,2017-04-03,544.1696428571429,501.50000000000006,278.2034167198383,992.5017,0.5112439114742626,112,4920.754391207768,831.7952870892391,5063.712878747217,852.1602201398528,0.19234044960120955,950.7917598392884,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,28.1,20.6,16.3,68.9,34,0.0,3.7142857142857135,0.2692307692307692,1.7826298701298702,4.6687925170068025,343.19972290324864,316.2886120076406,6259.072821790317,6908.374798887068,45.29629629629629
23,23,172P_10_0,2017-04-04,537.4298245614035,483.50000000000006,290.10070552513537,1043.05,0.5397927176108742,114,5026.0721579278525,873.4325555715164,5149.647978728985,1129.1435115539145,0.2309315789954416,1165.9426559209608,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.7,22.1,17.9,65.0,27,0.0,3.7142857142857135,0.2692307692307692,1.7513556618819777,4.586883876357561,347.0120363888242,312.19019102805095,6625.803526671723,7321.8414902829,58.47777777777778
24,24,172P_10_0,2017-04-05,534.0695652173914,499.00000000000006,274.64223140846315,1076.1999999999996,0.5142443031680168,115,5241.719927452269,895.1905162561485,5383.956242574361,1004.0530100347914,0.1942825573679919,1022.9932558096536,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,30.4,24.1,18.4,57.8,29,0.0,3.7142857142857135,0.2692307692307692,1.7361264822134388,4.546997929606626,337.65138406427286,315.47957723351954,6725.660636673425,7464.209252609152,55.9111111111111
25,25,172P_10_0,2017-04-06,562.920663551402,475.00000000000006,331.7807614505353,1238.6,0.5893916903980191,107,5305.653982336332,896.9565831253093,5447.430514580145,1211.9425495414016,0.2134411069108001,1137.724149774637,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,26.5,22.8,19.6,68.6,43,4.4,3.7142857142857135,0.2692307692307692,1.865930331350892,4.886960391633289,379.2347436921375,320.0033591186807,7038.607807813685,7897.973064121548,73.79259259259258
26,26,172P_10_0,2017-04-07,557.9553571428571,474.50000000000006,377.98003215337195,1154.6999999999991,0.6774377686575292,112,5875.352310446614,1705.769535779122,5954.2534693062435,1927.1939416298746,0.2602877584917229,1536.6880518912594,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,22.6,20.7,19.3,89.8,80,80.0,3.7142857142857135,0.2692307692307692,1.7826298701298702,4.6687925170068025,407.0066533609692,346.1292279882759,8288.454064297088,9036.14741093612,58.07037037037038
27,27,172P_10_0,2017-04-10,552.9626168224299,473.00000000000006,357.10627151051864,1266.2999999999993,0.6458054498559246,107,5167.570939420263,889.7291303483076,5234.423418494688,1804.6715980564193,0.2337485970984513,1213.6507912563454,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.1,23.4,20.5,75.4,48,0.0,3.7142857142857135,0.2692307692307692,1.865930331350892,4.886960391633289,391.79189657082617,335.13579659854463,7430.8869131219335,8305.395016551107,54.07407407407408
28,28,172P_10_0,2017-04-11,574.6095238095238,473.00000000000006,430.2283803691918,1072.8,0.7487317257063206,105,5310.894205395518,895.7939458424353,5475.389431349564,857.9383191687575,0.1912990157121004,1020.841614200387,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,29.9,24.7,21.1,69.0,38,5.0,3.7142857142857135,0.2692307692307692,1.901471861471861,4.9800453514739225,448.36758074559197,369.0817101092225,6781.695331263913,7406.127750518322,58.8
29,29,172P_10_0,2017-04-12,549.6513,512.5,254.3533898448929,900.4309999999998,0.462754094905066,110,5227.578758863595,1016.0960248939247,5564.292297318025,1239.618819231924,0.2882992411102706,1514.0045398848754,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,25.2,20.7,19.4,79.7,65,0.0,3.7142857142857135,0.2692307692307692,1.8150413223140496,4.7536796536796535,333.67718635185435,311.123721540048,7137.588302901803,7704.3421165499485,81.95555555555555
30,30,172P_10_0,2017-04-13,572.9528301886793,493.50000000000006,387.4954505920215,1189.25,0.6763130054954354,106,5622.7700884326005,1105.5167910660125,5697.626143604412,2135.2030262154594,0.24385650840341574,1377.9202290745263,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,20.3,18.2,17.2,82.1,70,1.2,3.7142857142857135,0.2692307692307692,1.8835334476843908,4.933063791554359,417.5105214971886,359.61327268600985,8250.339691317062,9022.079169819874,87.27407407407408
31,31,172P_10_0,2017-04-17,550.1090909090909,492.01,298.5320664594069,1072.11805,0.5426779367817088,110,4994.338132604399,748.1218456619139,5005.022605846138,1302.2391681137406,0.20592677239071525,1033.1322094634597,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,24.3,19.8,18.7,78.5,52,0.2,3.7142857142857135,0.2692307692307692,1.8150413223140496,4.7536796536796535,356.05792839923095,318.4533108918498,6663.319702359109,7379.379823959878,48.040740740740745
32,32,172P_10_0,2017-04-18,541.9732142857142,488.50000000000006,308.4809868547664,1060.6999999999996,0.5691812412931228,112,5177.5224601189975,757.3409151426347,5243.429176359888,890.9093574556546,0.15498559056279973,806.1478225367322,0,2,9,0,448,21962,10981,78,93,42,0,0,0,55,6,22.7,18.6,16.3,69.0,46,0.4,3.7142857142857135,0.2692307692307692,1.7826298701298702,4.6687925170068025,358.7774026495188,323.3790094687152,6493.115936465061,7195.038533815542,59.15925925925925
