,Unnamed: 0,linhas,date,mean_geral,median_geral,std_geral,perc95_geral,cv_geral,trips_geral,ltt_mean,rbt_mean,ltt_median,rbt_median,ltt_cv,ltt_std,route_category,origin_sector,destination_sector,direction,planned_headway,passenger_two_dir,passenger_one_way,bus_stops_one_dir,planned_tt,length_round_trip,bus_lane,demand,frequency,capacity_per_trip,conforto_pass_m2,temp_max,temp_med,temp_min,umid_med,umid_min,chuva_mm,stops_km,dist_stops_to_stops,confort_index_geral,ipk,ewt_mean,ewt_median,customer_w_appointment,customer_appointment,slowness
166,166,4310_10_0,2017-03-13,806.9438947368421,594.5755000000001,739.7398249348225,2367.347,0.9167177913602828,76,2187.9466489561864,625.2021685019095,2137.634081696014,963.6979565008593,0.21048896404061074,463.6399287479489,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,27.5,23.1,21.3,72.7,50,0.0,1.5121951219512195,0.6612903225806451,1.4372883964296708,11.989088575096275,742.5382766161674,547.1199050736668,3843.8703148130407,5468.679038196873,44.41481481481481
167,167,4310_10_0,2017-03-14,693.6349540229884,473.676,705.8882539376617,2243.154200000001,1.0176653437713972,87,2268.931250411094,712.2395119964148,2151.0073343430854,1127.8642552799804,0.2458045554953992,560.9467870782379,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,25.9,21.6,19.5,76.7,62,1.2,1.5121951219512195,0.6612903225806451,1.2555622773408617,10.47322680123353,705.996483315325,482.1175580776554,3984.868072938391,5522.025789623066,58.61111111111112
168,168,4310_10_0,2017-03-15,955.7491020408163,588.519,964.4217175780184,2756.0783999999994,1.009074155046218,49,2767.1169328678475,1283.4219416666233,2418.2685410884687,2709.143085677747,0.4425413758473158,1237.802646213661,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,28.3,23.0,19.9,73.4,48,2.4,1.5121951219512195,0.6612903225806451,2.2292636352786728,18.595321055251368,964.4610659070387,593.8835420661524,6091.872692673254,7883.490026766214,106.48148148148147
169,169,4310_10_0,2017-03-16,915.3436417910451,571.234,855.9642314742799,2719.5408,0.935128832925984,67,2192.2602194339865,596.9375738619692,2231.05587252845,683.7442838303054,0.23279180620351936,514.1918950652591,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,30.2,24.6,19.6,63.8,36,0.0,1.5121951219512195,0.6612903225806451,1.6303569869948502,13.599563159810705,857.8902372979878,535.3793367196938,3772.6903936567433,5634.340956358757,74.05185185185186
170,170,4310_10_0,2017-03-17,892.8150289855074,707.028,754.7846401127974,2109.8050000000007,0.8453986722988391,69,2274.2937707390925,700.9356604311923,2371.47516961803,1027.7878841161819,0.36199812938590775,829.2345006613921,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,29.6,23.4,21.7,71.8,42,0.0,1.5121951219512195,0.6612903225806451,1.58310026273413,13.20537292329445,765.4544808042117,606.170072281372,4164.717534538424,5509.068053734211,82.06296296296296
171,171,4310_10_0,2017-03-20,849.9766571428568,594.2810000000002,955.699983890325,2060.4787499999984,1.1243838002597044,70,2140.283298088437,659.2858086316922,2134.8362182365395,753.9888212369293,0.2098070552791152,452.24263732505904,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,24.9,19.5,17.6,70.6,45,0.2,1.5121951219512195,0.6612903225806451,1.560484544695071,13.016724738675956,962.2751184687993,672.7970878647824,3851.100157942268,4949.303789473467,44.685185185185176
172,172,4310_10_0,2017-03-21,796.7116623376622,499.95200000000006,753.2380235360464,2161.4228000000007,0.9454336608126732,77,2131.758818984097,682.6007087970978,2064.951790537764,987.2434372959527,0.22382410191089272,480.30939685208944,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,25.5,19.3,15.5,70.5,46,0.0,1.5121951219512195,0.6612903225806451,1.4186223133591556,11.833386126069053,754.4241221963246,473.41574947404536,3806.6193500300415,5213.618027833718,48.16296296296296
173,173,4310_10_0,2017-03-22,902.6251323529415,681.3455,821.5877775586846,2081.3963500000004,0.9102203651442646,68,2140.3705764765514,598.2920484180551,2100.356091769653,977.6558764876164,0.2985228294744326,643.7000997822063,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,27.1,20.7,16.5,67.1,37,0.0,1.5121951219512195,0.6612903225806451,1.6063811489508084,13.399569583931134,825.2255296202361,622.9205025857956,3903.2374978775056,5159.40831825727,54.918518518518525
174,174,4310_10_0,2017-03-23,864.1938732394367,529.448,856.1918676644342,2502.4215,0.9907404972162014,71,2272.239919766024,598.1724564814933,2211.560710009563,736.5918944119527,0.1950325975563047,446.31506340646797,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,27.4,20.7,16.6,67.8,40,0.0,1.5121951219512195,0.6612903225806451,1.5385058891359855,12.833390587427001,856.2289149608832,524.5682717801551,3804.3815193823993,5450.5741044215165,68.64814814814815
175,175,4310_10_0,2017-03-24,889.6813823529415,546.7125000000002,928.6226681500833,2870.0076,1.04376992322145,68,2145.8759163677923,574.4970908217716,2152.1024484001928,653.8970132351218,0.22221398650087948,480.2866010052025,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,29.2,21.9,17.5,68.3,34,0.0,1.5121951219512195,0.6612903225806451,1.6063811489508084,13.399569583931134,929.474896694826,571.1657617419738,3735.474358330141,5676.007061635315,67.39259259259259
176,176,4310_10_0,2017-03-27,717.3366352941174,438.73600000000016,651.3815511609747,2039.0720000000001,0.9080556033415184,85,2139.9458178941422,548.3170129940281,2092.6415733125086,658.7224111383052,0.1898506522125137,408.68122896553416,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,24.7,20.3,17.8,70.5,50,0.0,1.5121951219512195,0.6612903225806451,1.2851049191606467,10.719655667144906,654.4136513695653,400.2511702606082,3405.77763582038,4790.435984450814,45.01481481481481
177,177,4310_10_0,2017-03-28,818.6257567567568,514.2819999999998,814.7596664517688,2381.896149999997,0.9952773409911941,74,2149.777229083113,600.4456201362817,2121.112462677603,730.2368878807421,0.223995044194103,484.7821719431098,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,26.2,20.7,18.4,67.8,43,0.0,1.5121951219512195,0.6612903225806451,1.4761340287656075,12.313117996044824,814.7687955648728,511.85895662601297,3666.1181461232177,5233.245500558342,56.274074074074086
178,178,4310_10_0,2017-03-29,796.6711600000001,525.123,963.4277432085784,2315.4673,1.209316706291437,75,2150.0719233856507,642.4123954786072,2218.351302489313,548.3323532439254,0.24997484562210964,540.8982061715668,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,25.0,19.9,16.9,66.3,40,0.0,1.5121951219512195,0.6612903225806451,1.4564522417153996,12.148943089430896,980.8802125833952,646.5437507144483,3747.563868316634,5082.150955733238,48.803703703703704
179,179,4310_10_0,2017-03-30,747.4980853658537,463.0865,656.4307105667103,1771.91475,0.878170424002395,82,2310.982929742453,912.1187322717262,2171.755712478256,1242.6274692489033,0.2381860902881809,553.8313683530004,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,25.4,19.5,16.6,67.0,42,0.0,1.5121951219512195,0.6612903225806451,1.3321209527884752,11.111838191552648,661.9780603962075,410.1055361441223,4076.3612421233665,5186.297931727159,70.72962962962963
180,180,4310_10_0,2017-03-31,1006.4943965517242,734.4785,821.5684166559469,2554.5993,0.8162672534200502,58,2245.438316304317,651.4103670727643,2257.785718889036,670.3760492073384,0.21916382260227574,496.3431183914843,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,23.5,18.7,16.0,65.8,45,0.0,1.5121951219512195,0.6612903225806451,1.8833434160112923,15.709840201850295,838.5568957560668,611.9279084609598,3766.718663852441,5482.7610680963735,64.30740740740741
181,181,4310_10_0,2017-04-03,982.4882459016395,689.5139999999999,912.6976172184236,2959.885,0.928965431419316,61,2334.6449170359074,892.1995843391969,2218.16947732873,1416.3781911641813,0.32250221759331577,758.9758759579779,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,28.1,20.6,16.3,68.9,34,0.0,1.5121951219512195,0.6612903225806451,1.790719969322213,14.937225109956017,915.1763908181673,642.2742832505825,4549.724059311078,6594.432668492911,45.29629629629629
182,182,4310_10_0,2017-04-04,891.9215217391305,636.635,879.6451642429564,2586.971599999997,0.9862360564276588,69,2273.912176117381,767.228588077857,2302.816532849166,939.6106511109343,0.3382351393587969,774.6702652429287,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,29.7,22.1,17.9,65.0,27,0.0,1.5121951219512195,0.6612903225806451,1.58310026273413,13.20537292329445,879.7296497888819,627.9326958063397,4122.156833748983,5829.398783960098,58.47777777777778
183,183,4310_10_0,2017-04-05,1133.6160185185186,793.8735000000001,1039.7991559061174,3063.7451999999994,0.917241057748102,54,2178.0697960660627,564.0072930952307,2090.5079537437273,681.550407363984,0.1456529341732233,320.33737633094574,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,30.4,24.1,18.4,57.8,29,0.0,1.5121951219512195,0.6612903225806451,2.022850335715833,16.87353206865402,1043.6812480637147,730.8920055377417,3815.739609171426,5835.80356110771,55.9111111111111
184,184,4310_10_0,2017-04-06,1138.4976111111114,729.8180000000003,972.292998015,2999.195449999999,0.8540140870968497,54,2374.745463340984,612.8577250461148,2267.2314250737,1044.8200731976324,0.2308947358161549,553.4648485121313,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,26.5,22.8,19.6,68.6,43,4.4,1.5121951219512195,0.6612903225806451,2.022850335715833,16.87353206865402,984.4247641007753,631.0517523048038,4296.476262372107,6311.24694827133,73.79259259259258
185,185,4310_10_0,2017-04-07,945.8052153846156,622.985,949.7046375299814,2735.1376,1.0041228596353002,65,2575.0236464717723,1279.8499792160992,2171.8524885335164,3231.8745667376616,0.4984210095990277,1293.280863814541,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,22.6,20.7,19.3,89.8,80,80.0,1.5121951219512195,0.6612903225806451,1.6805218173639227,14.01801125703565,949.7126759150633,625.5587744505574,6353.439731186241,8138.864655271178,58.07037037037038
186,186,4310_10_0,2017-04-10,1315.3295744680854,1062.788,1041.814874323727,3194.3961999999988,0.7920561466467697,47,2299.8591146126955,823.372590385902,2154.155465417208,1808.39553226458,0.3754679979452015,873.2811346900314,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,29.1,23.4,20.5,75.4,48,0.0,1.5121951219512195,0.6612903225806451,2.324125917630957,19.38661131292164,1070.2527246721127,864.7655879012732,5032.8037223539,7156.947197681786,54.07407407407408
187,187,4310_10_0,2017-04-11,945.4724769230768,625.5319999999998,925.9934503730831,2840.273999999998,0.9793975742018574,65,2147.045629914028,579.3526942219053,2149.4651758113005,731.6458396432463,0.2557458034654768,553.3056180503166,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,29.9,24.7,21.1,69.0,38,5.0,1.5121951219512195,0.6612903225806451,1.6805218173639227,14.01801125703565,926.1941079726413,612.7772800259726,3807.305123427188,5721.385015454544,58.8
188,188,4310_10_0,2017-04-12,1096.5213684210528,753.753,935.9970257163452,2865.5279999999993,0.8536058235364292,57,2349.561334047657,714.3644295536162,2188.6999638537245,1073.0842936850026,0.475620094679963,1127.432100257388,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,25.2,20.7,19.4,79.7,65,0.0,1.5121951219512195,0.6612903225806451,1.9163845285728944,15.985451433461705,947.7469401926511,651.4848866462962,4209.531197731379,6127.312257538725,81.95555555555555
189,189,4310_10_0,2017-04-13,1056.3906034482761,758.9535000000002,1096.0218758583233,2560.42055,1.0375157373424968,58,2214.792564324404,546.2515319865664,2192.1292295150206,519.7661915121007,0.21006937617669388,469.628827558704,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,20.3,18.2,17.2,82.1,70,1.2,1.5121951219512195,0.6612903225806451,1.8833434160112923,15.709840201850295,1096.7652740614653,787.9602873315077,3808.6606950885866,5272.315971027121,87.27407407407408
190,190,4310_10_0,2017-04-17,806.5043000000003,510.202,769.6741846820516,2522.0896999999995,0.954333640480344,70,2129.7672195905952,754.8601628722442,2056.2512689554364,1241.4004433854984,0.32072388917864786,687.9289755054898,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,24.3,19.8,18.7,78.5,52,0.2,1.5121951219512195,0.6612903225806451,1.560484544695071,13.016724738675956,770.5151333256816,487.4349238473116,4068.1668456666166,5819.7414123409335,48.040740740740745
191,191,4310_10_0,2017-04-18,834.8741643835617,469.949,881.0021597742008,2313.8967999999995,1.055251434717348,73,2176.553696098206,706.3503249416383,2101.801999643946,877.5178269820618,0.24040425700410076,526.9247684823974,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,22.7,18.6,16.3,69.0,46,0.4,1.5121951219512195,0.6612903225806451,1.4963550428582872,12.481790845305715,882.2764787371848,496.6316680936029,3861.5963053631926,5293.216626626007,59.15925925925925
192,192,4310_10_0,2017-04-19,868.6917183098593,551.72,754.9502507733148,2455.1355,0.869065785779745,71,2058.9112634060793,609.5366857819862,2133.2488457816544,502.18142895858,0.2837084928687741,588.2881772078854,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,23.2,17.9,14.8,66.8,39,0.0,1.5121951219512195,0.6612903225806451,1.5385058891359855,12.833390587427001,762.396575611393,484.21025529597676,3397.8268503516274,5090.565774740235,62.681481481481484
193,193,4310_10_0,2017-04-20,876.2288450704228,618.0120000000003,819.7161682374951,2207.7165000000005,0.9355046605109356,71,2203.5489225487568,613.0551377474437,2205.7030955877344,636.0933970926668,0.21964969925230726,487.4538045046788,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,27.9,20.5,16.1,69.0,42,0.0,1.5121951219512195,0.6612903225806451,1.5385058891359855,12.833390587427001,821.5385703763827,579.4384626936627,3663.335063056784,5049.512992680402,72.03703703703705
194,194,4310_10_0,2017-04-24,880.0766521739133,646.8290000000002,908.506648048936,2273.9312,1.0323039996627528,69,2126.741711322413,803.2412702379947,2138.486798449325,1167.3124296006567,0.3846931628158898,824.4123820883289,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,27.2,19.5,15.0,66.5,45,0.0,1.5121951219512195,0.6612903225806451,1.58310026273413,13.20537292329445,908.9658493375152,668.0616624799985,4214.765077387497,5579.73042804998,49.74814814814815
195,195,4310_10_0,2017-04-25,968.7286825396823,561.0110000000002,975.9568034915179,3027.8831000000005,1.0074614503339427,63,2208.7418965003885,665.1450506031064,2177.3016065690786,574.2896806629165,0.19286194926829014,429.4038668739238,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,28.7,22.2,17.9,67.6,41,0.0,1.5121951219512195,0.6612903225806451,1.7338717163278567,14.463027487417731,975.9837696242627,565.2125723636229,3727.575056856258,5779.474387231996,52.09999999999999
196,196,4310_10_0,2017-04-26,1158.5275283018864,592.08,1401.1854438403304,3289.0455999999986,1.2094537329588706,53,2207.2270205187324,614.2737344986325,2166.8090535614824,1013.6646195688827,0.33422687154531605,744.9119677280519,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,24.1,20.9,20.8,72.6,60,0.0,1.5121951219512195,0.6612903225806451,2.0610173231821687,17.191900598251266,1426.5982469611033,729.0808974550583,4607.071920091468,6469.519273130362,89.75555555555556
197,197,4310_10_0,2017-04-27,1007.2115081967216,682.1189999999998,854.046340494055,2715.719,0.8479314757067377,61,2292.19033774907,737.1067662861642,2310.116582368978,812.232395221241,0.29875039188216124,690.2931935000403,3,3,9,0,321,37357,18679,31,72,41,1,0,0,171,6,20.3,17.5,17.2,82.0,72,10.6,1.5121951219512195,0.6612903225806451,1.790719969322213,14.937225109956017,865.6921410068923,586.2771153088802,3988.041118597111,5838.067977590218,89.41481481481482
198,198,573H_10_0,2017-03-02,476.32132283464546,462.516,162.4396903290221,740.3102000000001,0.3410296422640162,127,3906.3977438220495,733.0907981582419,4089.279598207197,482.5202265042685,0.21084116098282465,826.891347088181,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,28.8,25.1,22.8,62.8,48,0.0,3.5789473684210527,0.2794117647058824,1.5113815318539727,4.375051802735184,265.85903615851475,258.15358681848994,4837.658860869979,5312.110024711466,31.848148148148148
199,199,573H_10_0,2017-03-03,477.7080703125001,437.361,196.80277376814976,913.5783499999992,0.41197288888045824,128,4143.096192528116,759.6624831056093,4358.32906421184,519.0169260435769,0.19787171412977375,823.0482969198206,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,28.5,22.7,20.3,77.7,54,7.2,3.5789473684210527,0.2794117647058824,1.4995738636363636,4.340871710526316,279.39273878072606,255.79531772603517,5156.738729036143,5790.9243402554175,40.785185185185185
200,200,573H_10_0,2017-03-06,482.67906299212575,449.117,171.76384346047178,867.7445999999999,0.35585517713510983,127,4150.653621852176,890.8559942750255,4279.868896785139,932.6308126943123,0.20925093583445228,871.9953467454883,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,27.9,22.3,20.1,84.2,55,30.0,3.5789473684210527,0.2794117647058824,1.5113815318539727,4.375051802735184,271.90105796607963,252.9949956676366,5484.400767445532,6080.244309479452,53.15925925925927
201,201,573H_10_0,2017-03-07,522.1650598290596,449.67100000000005,243.9831022361961,1025.8493999999996,0.4672528305820932,117,4274.021882831328,981.0941122955941,4388.1572569416385,1039.394727965244,0.2025088404554634,869.2499304548301,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,29.7,22.9,20.0,77.3,42,35.2,3.5789473684210527,0.2794117647058824,1.6405594405594406,4.748987854251012,318.0834274815612,273.92275723290555,5745.635412388444,6453.401384906882,51.829629629629615
202,202,573H_10_0,2017-03-08,472.41207751938,442.398,166.63487790125401,862.2189999999997,0.3527320443970192,129,4032.8080929157845,790.0469737898766,4217.428952961581,659.7640976614219,0.2220609178930068,899.0204214310826,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,28.5,22.9,16.5,79.7,51,41.6,3.5789473684210527,0.2794117647058824,1.4879492600422832,4.307221542227662,265.59476933466846,248.7205563860684,5142.787819957672,5739.412050623003,52.96296296296297
203,203,573H_10_0,2017-03-09,455.2301119402986,425.086,157.70235241257836,891.8890000000001,0.34642337638961,134,4076.80580931892,805.9991372003421,4177.6717573294645,859.5642753793791,0.1592216431835503,651.5698523579514,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,31.1,24.6,20.6,69.5,40,0.0,3.5789473684210527,0.2794117647058824,1.4324287652645862,4.146504320502748,254.93094666382407,238.05010598189568,5292.166979372668,5929.125032708844,57.551851851851836
204,204,573H_10_0,2017-03-10,472.364488372093,436.759,185.02308155813282,830.7516,0.39169557854735604,129,4241.9883647555625,875.5040963586354,4396.701970624913,822.6315190532341,0.211212654019711,899.4821122840424,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,31.1,25.3,21.6,67.9,43,0.0,3.5789473684210527,0.2794117647058824,1.4879492600422832,4.307221542227662,272.4186056738102,251.8844678725367,5491.752095351957,6050.085089678147,75.77407407407408
205,205,573H_10_0,2017-03-13,469.2647692307689,449.4125,184.58769880384304,891.1176499999998,0.39335511827666936,130,3988.262904095084,786.9909957926142,4137.608518674812,671.8814900860461,0.18857573237225944,754.9117077531707,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,27.5,23.1,21.3,72.7,50,0.0,3.5789473684210527,0.2794117647058824,1.4765034965034964,4.274089068825911,270.9366426630864,259.4746546185862,5080.426651423944,5700.6076587608595,44.41481481481481
206,206,573H_10_0,2017-03-14,461.60421969696944,431.37000000000006,148.67935372062738,782.8900999999994,0.3220927092439304,132,3968.307800568994,881.6022392519698,4165.490442100842,824.0044038457718,0.2585436402668997,1029.8892566864058,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,25.9,21.6,19.5,76.7,62,1.2,3.5789473684210527,0.2794117647058824,1.4541322314049587,4.20933014354067,254.74637777274148,238.06096281348397,5244.241223719356,5772.384945946614,58.61111111111112
207,207,573H_10_0,2017-03-15,483.4859047619048,448.19250000000005,186.92017714236968,871.68525,0.3866093619304569,126,4204.880040773795,1527.2559717237439,4230.211508605193,1758.7178187911813,0.2739178462504023,1156.3896735886995,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,28.3,23.0,19.9,73.4,48,2.4,3.5789473684210527,0.2794117647058824,1.5233766233766233,4.409774436090227,277.8754975894222,257.5911990954076,6266.8048249857975,6860.614577396374,106.48148148148147
208,208,573H_10_0,2017-03-16,516.8556101694915,481.126,187.4228650841259,800.2700999999997,0.3626213228539102,118,4086.643582340451,828.1798086965872,4117.871635599204,844.5375397977667,0.13251973205905773,543.8902175496928,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,30.2,24.6,19.6,63.8,36,0.0,3.5789473684210527,0.2794117647058824,1.6266563944530046,4.708742194469224,292.4095687196836,272.1956449571896,5254.818744116654,5762.67927539697,74.05185185185186
209,209,573H_10_0,2017-03-17,486.7436370967742,442.3825,169.45946667097695,872.0300999999997,0.3481493208246811,124,4045.6487381888896,865.739282984489,4145.717681291006,886.532330880018,0.20381236515238585,827.8982952026164,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,29.6,23.4,21.7,71.8,42,0.0,3.5789473684210527,0.2794117647058824,1.5479472140762462,4.4808998302207135,272.8704176627938,248.00138787990102,5305.120429833817,5904.2801121710245,82.06296296296296
210,210,573H_10_0,2017-03-20,540.1027678571427,463.48350000000005,287.1293861380888,1202.6061999999993,0.5316199124053268,112,4096.027481686327,939.6640328957524,4161.949182739561,1020.7093603515514,0.17563026964452455,722.6489512239663,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,24.9,19.5,17.6,70.6,45,0.2,3.5789473684210527,0.2794117647058824,1.7137987012987013,4.960996240601504,346.3732334824344,297.23654110807723,5529.031776573547,6385.264743091112,44.685185185185176
211,211,573H_10_0,2017-03-21,487.69024800000005,438.777,171.88325200604007,884.6808,0.3524434878715067,125,4005.1319756863313,860.6682878949957,4118.0375346607925,808.8787793241701,0.20550517205265476,826.3875235286793,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,25.5,19.3,15.5,70.5,46,0.0,3.5789473684210527,0.2794117647058824,1.5355636363636365,4.445052631578949,274.1346904218529,246.64015233544174,5201.051004406815,5811.5971139849635,48.16296296296296
212,212,573H_10_0,2017-03-22,474.52953174603175,430.458,205.14333427426536,953.961,0.4323088881727559,126,3975.289765278465,790.8372169562932,4040.7182959547386,924.5718151104677,0.1562879417627579,623.7310822363205,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,27.1,20.7,16.5,67.1,37,0.0,3.5789473684210527,0.2794117647058824,1.5233766233766233,4.409774436090227,281.60740925109565,255.45335761375802,5246.897520316302,5919.251111065208,54.918518518518525
213,213,573H_10_0,2017-03-23,482.54645238095253,434.217,179.3889731540758,916.912,0.3717548274760808,126,3881.5952155765062,823.974355973503,4140.3920859360305,679.5100017147024,0.25855114559079395,1007.6295011539484,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,27.4,20.7,16.6,67.8,40,0.0,3.5789473684210527,0.2794117647058824,1.5233766233766233,4.409774436090227,274.6175845734786,247.1132533093493,5094.519672224212,5736.814087650732,68.64814814814815
214,214,573H_10_0,2017-03-24,456.58524242424255,424.1205,155.78599210916548,792.0035499999997,0.3411980450397798,132,4052.609153673709,735.8901466458012,4207.034717414545,566.1762902043838,0.1894576790738181,770.7913000284613,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,29.2,21.9,17.5,68.3,34,0.0,3.5789473684210527,0.2794117647058824,1.4541322314049587,4.20933014354067,254.8695591882362,236.74747852944398,5028.080566807165,5565.21455761893,67.39259259259259
215,215,573H_10_0,2017-03-27,463.7439770992367,449.608,142.0093854907249,770.3490000000003,0.30622367621679386,131,3955.117386496977,765.8292144272466,4034.9617814420567,714.7877849132633,0.17623373591130953,699.7008430322068,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,24.7,20.3,17.8,70.5,50,0.0,3.5789473684210527,0.2794117647058824,1.4652324774462182,4.241462434712736,253.6153065907472,245.88453197582317,5003.3648729460665,5520.09856635532,45.01481481481481
216,216,573H_10_0,2017-03-28,491.13791935483886,465.82099999999997,176.552807154378,859.8591999999995,0.3594770434062567,124,4064.51166651142,718.9487346412163,4095.069147614568,651.8647918073381,0.12757300712861508,520.6255218707448,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,26.2,20.7,18.4,67.8,43,0.0,3.5789473684210527,0.2794117647058824,1.5479472140762462,4.4808998302207135,277.3023002378849,263.0080669983583,5024.236239659791,5606.793139421906,56.274074074074086
217,217,573H_10_0,2017-03-29,471.9662403100773,447.716,157.45205858807145,815.2562,0.3336087311766769,129,3866.683895168048,893.9101681966713,4141.8248506672135,652.11289891263,0.27106929155347603,1052.1939766116877,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,25.0,19.9,16.9,66.3,40,0.0,3.5789473684210527,0.2794117647058824,1.4879492600422832,4.307221542227662,262.2468108983998,248.77222809633446,5056.184560478242,5609.193949579842,48.803703703703704
218,218,573H_10_0,2017-03-30,494.90117073170745,470.24,190.8552156749704,855.0849999999998,0.3856430878771058,123,4004.140134048333,1092.6572552920054,4080.7892525760326,1169.7569818084148,0.2402944439059049,966.1733618719207,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,25.4,19.5,16.6,67.0,42,0.0,3.5789473684210527,0.2794117647058824,1.5605321507760532,4.517329910141207,284.2515827210271,270.08718540938384,5534.797817105475,6105.631234384447,70.72962962962963
219,219,573H_10_0,2017-03-31,468.66066923076914,437.2505,177.1410920130389,869.2019,0.3779730274865768,130,4129.945080904475,748.3755249048597,4270.255690430179,597.1659244731109,0.1482789757865418,614.8093194163102,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,23.5,18.7,16.0,65.8,45,0.0,3.5789473684210527,0.2794117647058824,1.4765034965034964,4.274089068825911,267.80761203560786,249.8588423444508,5135.229226938898,5736.62351490329,64.30740740740741
220,220,573H_10_0,2017-04-03,480.917373015873,424.3585,186.89574972424538,923.02375,0.3886234106125269,126,3974.077496712005,796.907399544957,4048.2735409600023,774.3851458466232,0.23767251681461826,948.2995905051587,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,28.1,20.6,16.3,68.9,34,0.0,3.5789473684210527,0.2794117647058824,1.5233766233766233,4.409774436090227,276.77471835134725,244.2242907153691,5099.433405157974,5745.682436806626,45.29629629629629
221,221,573H_10_0,2017-04-04,454.20461940298514,422.517,172.33903072791583,801.8572499999997,0.3794303786571819,134,3971.546866746769,656.532400099185,4166.4344946723495,420.959227809054,0.19336970732410616,770.8803697814668,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,29.7,22.1,17.9,65.0,27,0.0,3.5789473684210527,0.2794117647058824,1.4324287652645862,4.146504320502748,259.797641544745,241.67283956037983,4847.191364026148,5389.250972481404,58.47777777777778
222,222,573H_10_0,2017-04-05,479.327188976378,431.54600000000005,185.3619082653969,881.2752,0.3867126933926792,127,4072.954228801517,693.0865373384819,4180.3835826271725,550.0378441053263,0.15095380453169507,617.2629081750209,2,5,9,0,480,21114,10557,68,86,38,1,0,0,55,6,30.4,24.1,18.4,57.8,29,0.0,3.5789473684210527,0.2794117647058824,1.5113815318539727,4.375051802735184,275.50449588704817,248.04114165935903,5005.925922619547,5611.696626732499,55.9111111111111
