linhas,headway,cross
8605-10-0,666.315789,True
8610-10-0,972.6315789999999,True
8615-10-0,685.263158,True
8622-10-0,678.947368,True
8677-10-0,1427.3684210000001,True
8686-10-0,1231.578947,True
8705-10-0,729.4736839999999,True
8707-10-0,1070.0,True
875A-10-0,1133.684211,True
875C-10-0,562.105263,True
875H-10-0,606.666667,True
875P-10-0,983.333333,True
877T-10-0,1440.0,True
888P-10-0,1064.210526,True
9002-10-0,473.68421100000006,True
9004-10-0,378.94736800000004,True
9005-10-0,382.105263,True
9006-10-0,647.368421,True
9008-10-0,461.052632,True
9009-10-0,394.73684199999997,True
9011-10-0,527.368421,True
9012-10-0,1721.0526320000001,True
9014-10-0,903.1578949999999,True
9015-10-0,622.105263,True
9018-10-0,675.789474,True
9019-10-0,543.157895,True
9020-10-0,609.4736839999999,True
9023-10-0,457.894737,True
9047-10-0,486.31578899999994,True
9051-10-0,786.666667,True
9090-10-0,795.789474,True
909T-10-0,1090.0,True
917H-10-0,514.736842,True
9181-10-0,363.157895,True
9188-10-0,498.947368,True
9191-10-0,363.157895,True
9300-10-0,916.666667,True
930P-10-0,565.263158,True
9354-10-0,789.4736839999999,True
938C-10-0,1111.578947,True
938L-10-0,625.263158,True
938P-10-0,625.263158,True
938V-10-0,378.94736800000004,True
948A-10-0,1300.0,True
9500-10-0,590.5263160000001,True
958P-10-0,1601.0526320000001,True
9653-10-0,663.157895,True
967A-10-0,1206.315789,True
9701-10-0,1181.0526320000001,True
9717-10-0,1007.3684210000001,True
971A-10-0,896.8421050000001,True
971C-10-0,748.421053,True
971M-10-0,694.736842,True
971R-10-0,445.26315800000003,True
971T-10-0,644.210526,True
971V-10-0,1001.052632,True
975A-10-0,1127.3684210000001,True
9784-10-0,527.368421,True
9785-10-0,527.368421,True
9789-10-0,457.894737,True
978A-10-0,581.052632,True
978J-10-0,1117.8947369999999,True
978L-10-0,817.894737,True
