data,hora_utc,temp_hora_celsius,umidade_perc,pressao_hPa,veloc_vento_ms,dir_vento_ms,nebulosidade_decimos,insolacao_h,temp_max_Diaria_h,temp_min_diaria_h,chuva_diaria_mm,
05/08/2017,0000,13.4,90.0,933.0,3.6,14.0,10.0,4.20,17.4,,,
05/08/2017,1200,14.0,80.0,933.2,5.0,18.0,10.0,,,12.5,2.4,
05/08/2017,1800,17.4,62.0,931.1,4.0,18.0,10.0,,,,,
06/08/2017,0000,13.3,69.0,932.7,3.6,14.0,2.0,8.50,19.5,,,
06/08/2017,1200,13.5,73.0,931.8,5.0,14.0,5.0,,,11.2,0.0,
06/08/2017,1800,19.4,47.0,930.7,4.1,14.0,2.0,,,,,
07/08/2017,0000,13.5,82.0,930.4,3.3,14.0,4.0,8.30,25.5,,,
07/08/2017,1200,12.3,82.0,931.0,3.3,23.0,8.0,,,10.3,0.0,
07/08/2017,1800,24.4,49.0,931.4,0.0,0.0,2.0,,,,,
08/08/2017,0000,20.0,64.0,926.1,1.6,5.0,0.0,8.40,27.7,,,
08/08/2017,1200,18.4,66.0,928.4,2.5,5.0,8.0,,,11.4,0.0,
08/08/2017,1800,27.6,33.0,925.9,4.1,36.0,9.0,,,,,
09/08/2017,0000,23.0,49.0,926.6,1.6,36.0,6.0,9.50,29.3,,,
09/08/2017,1200,22.8,43.0,925.7,5.0,5.0,0.0,,,17.5,0.0,
09/08/2017,1800,29.2,32.0,924.0,4.1,32.0,2.0,,,,,
10/08/2017,0000,24.0,55.0,934.9,1.8,23.0,0.0,0.00,24.0,,,
10/08/2017,1200,16.2,86.0,929.3,3.0,14.0,10.0,,,14.9,0.0,
10/08/2017,1800,17.6,80.0,928.2,3.3,9.0,10.0,,,,,
11/08/2017,0000,15.6,81.0,930.4,5.0,14.0,10.0,9.20,23.0,,,
11/08/2017,1200,16.2,65.0,930.6,5.0,14.0,0.0,,,12.5,0.0,
11/08/2017,1800,22.3,54.0,927.4,4.1,18.0,0.0,,,,,
12/08/2017,0000,16.0,84.0,928.7,4.1,18.0,10.0,6.10,24.5,,,
12/08/2017,1200,15.2,82.0,928.9,4.3,5.0,10.0,,,14.0,0.0,
12/08/2017,1800,24.4,53.0,927.9,2.6,14.0,10.0,,,,,
13/08/2017,0000,20.0,67.0,927.1,4.1,14.0,0.0,7.80,30.1,,,
13/08/2017,1200,16.4,85.0,927.4,4.1,5.0,10.0,,,13.8,0.0,
13/08/2017,1800,29.9,32.0,922.9,2.0,36.0,7.0,,,,,
14/08/2017,0000,23.2,65.0,924.2,1.3,9.0,10.0,1.60,25.2,,,
14/08/2017,1200,22.2,61.0,927.5,1.6,14.0,10.0,,,15.7,0.0,
14/08/2017,1800,22.8,61.0,926.6,4.3,23.0,10.0,,,,,
15/08/2017,0000,16.0,83.0,928.2,2.5,14.0,10.0,0.00,16.5,,,
15/08/2017,1200,14.8,94.0,930.4,4.1,18.0,10.0,,,14.1,0.0,
15/08/2017,1800,14.7,92.0,928.1,1.6,18.0,10.0,,,,,
16/08/2017,0000,15.1,87.0,928.1,3.0,36.0,10.0,0.00,16.8,,,
16/08/2017,1200,15.7,97.0,928.4,1.6,23.0,10.0,,,13.9,5.1,
16/08/2017,1800,16.2,95.0,927.2,0.0,0.0,10.0,,,,,
17/08/2017,0000,16.0,93.0,928.2,1.6,14.0,10.0,0.00,16.7,,,
17/08/2017,1200,15.6,91.0,928.6,2.0,18.0,10.0,,,14.5,4.7,
17/08/2017,1800,16.5,93.0,928.1,1.6,18.0,10.0,,,,,
18/08/2017,0000,15.0,94.0,928.9,2.6,23.0,10.0,0.00,17.2,,,
18/08/2017,1200,15.0,98.0,928.4,1.3,18.0,10.0,,,14.0,14.1,
18/08/2017,1800,17.2,93.0,926.6,0.8,18.0,10.0,,,,,
19/08/2017,0000,17.0,93.0,927.3,2.5,18.0,10.0,0.00,18.0,,,
19/08/2017,1200,16.6,95.0,927.1,1.6,36.0,10.0,,,14.6,1.4,
19/08/2017,1800,18.0,93.0,925.0,1.6,18.0,10.0,,,,,
20/08/2017,0000,16.7,94.0,925.2,2.8,5.0,3.0,0.00,20.2,,,
20/08/2017,1200,18.0,91.0,933.9,2.5,14.0,10.0,,,14.7,4.6,
20/08/2017,1800,15.2,96.0,926.0,2.5,14.0,10.0,,,,,
21/08/2017,0000,15.8,97.0,927.0,0.8,18.0,10.0,0.90,16.2,,,
21/08/2017,1200,12.2,90.0,934.2,5.0,18.0,10.0,,,11.1,27.8,
21/08/2017,1800,12.8,86.0,934.8,4.5,14.0,10.0,,,,,
22/08/2017,0000,11.3,94.0,936.3,5.0,14.0,10.0,0.80,17.7,,,
22/08/2017,1200,13.2,82.0,935.4,5.0,18.0,10.0,,,11.0,0.1,
22/08/2017,1800,17.1,73.0,931.6,2.6,18.0,10.0,,,,,
23/08/2017,0000,14.8,74.0,932.9,4.6,5.0,10.0,5.60,22.2,,,
23/08/2017,1200,13.9,87.0,933.3,5.0,5.0,10.0,,,12.6,0.0,
23/08/2017,1800,21.2,63.0,930.9,2.5,14.0,3.0,,,,,
24/08/2017,0000,17.8,86.0,930.7,2.5,14.0,0.0,9.00,23.0,,,
24/08/2017,1200,15.5,78.0,933.4,3.3,9.0,10.0,,,13.4,0.0,
24/08/2017,1800,22.7,41.0,929.1,3.3,14.0,1.0,,,,,
25/08/2017,0000,16.2,85.0,930.4,2.5,14.0,10.0,8.70,25.7,,,
25/08/2017,1200,15.2,81.0,931.5,4.5,14.0,7.0,,,13.2,0.0,
25/08/2017,1800,25.0,39.0,928.8,1.6,14.0,0.0,,,,,
26/08/2017,0000,17.0,86.0,929.7,1.6,18.0,0.0,10.20,27.2,,,
26/08/2017,1200,17.3,73.0,930.1,2.5,14.0,0.0,,,12.9,0.0,
26/08/2017,1800,26.4,35.0,927.0,2.5,14.0,0.0,,,,,
27/08/2017,0000,21.0,58.0,928.1,2.5,9.0,0.0,10.30,28.0,,,
27/08/2017,1200,19.9,58.0,928.5,1.6,9.0,0.0,,,18.8,0.0,
27/08/2017,1800,26.7,35.0,925.9,2.0,27.0,0.0,,,,,
28/08/2017,0000,19.2,63.0,928.1,1.6,9.0,0.0,10.40,27.0,,,
28/08/2017,1200,19.0,61.0,929.2,1.3,9.0,0.0,,,14.2,0.0,
28/08/2017,1800,26.6,38.0,931.6,2.1,23.0,0.0,,,,,
29/08/2017,0000,16.5,83.0,928.2,2.5,14.0,0.0,7.20,28.4,,,
29/08/2017,1200,14.8,87.0,929.3,3.3,9.0,10.0,,,12.4,0.0,
29/08/2017,1800,27.1,41.0,925.9,0.8,5.0,0.0,,,,,
30/08/2017,0000,21.8,67.0,927.2,0.0,0.0,0.0,9.90,31.2,,,
30/08/2017,1200,21.3,62.0,928.2,0.8,14.0,0.0,,,14.5,0.0,
30/08/2017,1800,30.8,26.0,925.2,2.5,27.0,4.0,,,,,
31/08/2017,0000,25.2,44.0,926.6,2.1,18.0,0.0,0.00,25.2,,,
31/08/2017,1200,17.1,81.0,933.0,3.3,14.0,10.0,,,15.3,0.0,
31/08/2017,1800,17.5,78.0,932.0,3.3,18.0,10.0,,,,,
01/09/2017,0000,16.0,84.0,933.6,3.3,14.0,10.0,5.40,23.5,,,
01/09/2017,1200,17.2,80.0,935.7,4.6,14.0,10.0,,,14.8,0.0,
01/09/2017,1800,22.6,66.0,932.9,4.3,14.0,10.0,,,,,
02/09/2017,0000,15.7,85.0,934.9,3.3,14.0,10.0,10.20,25.3,,,
02/09/2017,1200,17.2,67.0,935.8,4.0,9.0,7.0,,,14.6,0.0,
02/09/2017,1800,25.3,40.0,932.8,2.0,14.0,0.0,,,,,
03/09/2017,0000,16.2,83.0,934.4,1.6,9.0,10.0,10.50,26.8,,,
03/09/2017,1200,16.4,71.0,934.7,3.0,36.0,0.0,,,12.6,0.0,
03/09/2017,1800,25.8,33.0,930.7,2.6,14.0,0.0,,,,,
04/09/2017,0000,19.4,66.0,931.6,1.6,14.0,0.0,10.80,28.7,,,
04/09/2017,1200,18.0,63.0,932.3,2.1,9.0,1.0,,,13.3,0.0,
04/09/2017,1800,28.3,25.0,928.4,2.5,23.0,0.0,,,,,
05/09/2017,0000,24.0,39.0,930.3,2.0,14.0,0.0,10.50,28.7,,,
05/09/2017,1200,20.4,56.0,931.0,0.8,18.0,0.0,,,14.8,0.0,
05/09/2017,1800,28.7,29.0,928.3,2.5,27.0,0.0,,,,,
06/09/2017,0000,22.6,50.0,929.6,1.0,36.0,0.0,10.10,27.2,,,
06/09/2017,1200,18.8,72.0,931.5,1.6,18.0,0.0,,,14.7,0.0,
06/09/2017,1800,26.5,42.0,928.8,3.3,14.0,2.0,,,,,
07/09/2017,0000,18.8,79.0,930.4,2.5,14.0,0.0,10.40,28.3,,,
07/09/2017,1200,19.0,68.0,931.9,3.3,14.0,2.0,,,13.9,0.0,
07/09/2017,1800,28.2,29.0,928.0,2.5,18.0,0.0,,,,,
08/09/2017,0000,21.8,34.0,928.7,1.6,5.0,0.0,10.10,29.9,,,
08/09/2017,1200,20.5,62.0,928.6,2.3,23.0,0.0,,,15.4,0.0,
08/09/2017,1800,29.4,26.0,925.8,0.0,0.0,2.0,,,,,
09/09/2017,0000,23.3,34.0,927.4,2.0,18.0,0.0,9.10,30.2,,,
09/09/2017,1200,21.5,50.0,929.3,1.6,5.0,10.0,,,14.7,0.0,
09/09/2017,1800,29.1,28.0,926.5,1.6,5.0,10.0,,,,,
10/09/2017,0000,23.8,47.0,927.7,0.0,0.0,0.0,10.40,30.4,,,
10/09/2017,1200,23.7,49.0,928.5,1.6,36.0,0.0,,,17.1,0.0,
10/09/2017,1800,30.3,26.0,925.3,2.3,14.0,0.0,,,,,
11/09/2017,0000,23.4,45.0,927.5,2.0,9.0,0.0,9.80,31.9,,,
11/09/2017,1200,23.2,51.0,929.6,2.5,9.0,2.0,,,18.3,0.0,
11/09/2017,1800,31.2,28.0,926.8,1.6,9.0,4.0,,,,,
12/09/2017,0000,26.2,34.0,927.8,2.1,14.0,4.0,10.60,31.1,,,
12/09/2017,1200,23.6,55.0,930.9,0.8,18.0,0.0,,,18.9,0.0,
12/09/2017,1800,30.7,28.0,927.8,3.3,18.0,0.0,,,,,
13/09/2017,0000,20.0,75.0,930.6,2.1,18.0,0.0,10.60,31.8,,,
13/09/2017,1200,21.8,66.0,931.0,1.3,5.0,0.0,,,16.3,0.0,
13/09/2017,1800,31.3,31.0,927.3,1.6,18.0,0.0,,,,,
14/09/2017,0000,24.6,47.0,928.6,2.1,18.0,0.0,10.80,32.7,,,
14/09/2017,1200,25.6,41.0,929.4,3.3,32.0,0.0,,,18.7,0.0,
14/09/2017,1800,32.2,23.0,926.9,3.3,27.0,0.0,,,,,
15/09/2017,0000,26.8,39.0,929.0,0.8,27.0,0.0,10.50,33.4,,,
15/09/2017,1200,26.0,37.0,932.3,1.6,14.0,0.0,,,19.6,0.0,
15/09/2017,1800,32.1,19.0,927.8,0.7,18.0,0.0,,,,,
16/09/2017,0000,22.7,64.0,930.4,2.1,14.0,0.0,9.90,32.2,,,
16/09/2017,1200,19.0,75.0,931.6,2.1,14.0,0.0,,,17.0,0.0,
16/09/2017,1800,31.1,25.0,926.9,1.6,36.0,0.0,,,,,
17/09/2017,0000,21.5,77.0,929.3,2.1,14.0,0.0,10.00,32.2,,,
17/09/2017,1200,22.0,63.0,929.4,1.3,9.0,0.0,,,17.6,0.0,
17/09/2017,1800,31.2,30.0,926.7,1.6,18.0,7.0,,,,,
18/09/2017,0000,19.5,84.0,927.3,2.0,18.0,10.0,8.10,30.2,,,
18/09/2017,1200,21.0,69.0,931.5,1.6,9.0,8.0,,,18.0,0.0,
18/09/2017,1800,29.1,44.0,928.0,2.5,14.0,8.0,,,,,
19/09/2017,0000,19.3,86.0,930.6,2.1,23.0,10.0,8.20,28.1,,,
19/09/2017,1200,18.0,84.0,932.3,1.6,32.0,9.0,,,16.4,0.0,
19/09/2017,1800,27.0,54.0,928.8,3.3,18.0,2.0,,,,,
20/09/2017,0000,18.7,79.0,931.1,1.6,18.0,0.0,10.30,27.2,,,
20/09/2017,1200,19.7,71.0,932.3,3.0,18.0,0.0,,,15.2,0.0,
20/09/2017,1800,26.4,53.0,929.2,3.3,14.0,0.0,,,,,
21/09/2017,0000,18.4,84.0,930.9,2.5,18.0,2.0,9.50,29.7,,,
21/09/2017,1200,21.0,71.0,931.9,1.0,27.0,0.0,,,15.8,0.0,
21/09/2017,1800,29.5,29.0,928.7,2.6,18.0,6.0,,,,,
22/09/2017,0000,23.5,51.0,929.0,1.3,18.0,0.0,7.10,30.0,,,
22/09/2017,1200,24.8,44.0,930.2,1.5,36.0,2.0,,,17.4,0.0,
22/09/2017,1800,28.6,26.0,926.7,3.0,9.0,8.0,,,,,
23/09/2017,0000,24.0,39.0,928.0,1.6,5.0,2.0,10.00,30.7,,,
23/09/2017,1200,25.1,40.0,929.6,1.6,5.0,0.0,,,18.3,0.0,
23/09/2017,1800,29.5,36.0,926.8,4.6,14.0,7.0,,,,,
24/09/2017,0000,20.4,73.0,930.1,3.3,14.0,10.0,5.70,24.5,,,
24/09/2017,1200,19.6,78.0,930.8,3.3,14.0,10.0,,,18.0,0.0,
24/09/2017,1800,24.2,55.0,929.0,4.1,23.0,10.0,,,,,
25/09/2017,0000,18.8,77.0,930.3,4.1,23.0,7.0,6.60,26.5,,,
25/09/2017,1200,18.8,73.0,932.0,4.1,5.0,10.0,,,16.2,0.0,
25/09/2017,1800,25.2,54.0,928.3,5.0,18.0,10.0,,,,,
26/09/2017,0000,18.0,79.0,929.4,3.0,14.0,1.0,8.50,27.4,,,
26/09/2017,1200,19.5,67.0,928.9,3.0,14.0,0.0,,,14.7,0.0,
26/09/2017,1800,22.5,72.0,925.8,4.1,14.0,9.0,,,,,
27/09/2017,0000,18.2,80.0,927.2,1.6,14.0,10.0,10.40,30.6,,,
27/09/2017,1200,21.5,64.0,926.5,1.6,9.0,0.0,,,16.1,0.0,
27/09/2017,1800,30.5,31.0,923.8,3.0,32.0,6.0,,,,,
28/09/2017,0000,24.8,51.0,925.0,0.0,0.0,0.0,8.10,27.0,,,
28/09/2017,1200,24.0,60.0,928.3,2.0,18.0,0.0,,,17.0,0.0,
28/09/2017,1800,24.0,64.0,926.6,5.0,14.0,8.0,,,,,
29/09/2017,0000,17.6,93.0,930.3,4.5,14.0,10.0,0.00,23.2,,,
29/09/2017,1200,18.2,82.0,929.9,2.1,14.0,10.0,,,16.3,1.0,
29/09/2017,1800,19.8,78.0,926.0,4.1,14.0,10.0,,,,,
30/09/2017,0000,17.5,92.0,925.1,3.0,14.0,10.0,1.20,22.2,,,
30/09/2017,1200,19.6,81.0,921.6,4.1,32.0,10.0,,,16.4,10.1,
30/09/2017,1800,20.8,75.0,928.7,3.3,32.0,10.0,,,,,
